,artist_name,spotify_name,spotify_id,spotify_similarity,spotify_popularity,spotify_followers,spotify_listeners,spotify_genre_1,spotify_genre_2,spotify_genre_3,spotify_genre_4,spotify_genre_5,spotify_genre_6,spotify_genre_7,spotify_genre_8,spotify_genre_9,spotify_genre_10,spotify_genre_11,spotify_genre_12,spotify_genre_13,spotify_genre_14,spotify_genre_15,spotify_genre_16,spotify_genre_17,spotify_genre_18
/artists/174600-asrai,Asrai,Asrai,4B4SNLWZI5EmM72HqCZPCq,1.0,15.0,8905.0,2300.0,dutch metal,gothic metal,gothic symphonic metal,,,,,,,,,,,,,,,
/artists/3563991-ass-of-spade,Ass of Spade,,,,,,,,,,,,,,,,,,,,,,,,
/artists/3462001-ass-of-spades,Ass of Spades,,,,,,,,,,,,,,,,,,,,,,,,
/artists/345688-assassin,Assassin,Assassin,5zbzDats0HBBPuir5QWKWm,1.0,37.0,13438.0,72200.0,old school rap francais,rap inde,,,,,,,,,,,,,,,,
/artists/5078548-assassin-aka-agent-sasco,Assassin Aka Agent Sasco,Agent Sasco (Assassin),0CiLVKp7LJTm0c8jdUmQNy,0.48,50.0,19638.0,337200.0,dancehall,french hip hop,riddim,,,,,,,,,,,,,,,
/artists/10016219-assassins-creed-symphony,Assassin's Creed Symphony,,,,,,,,,,,,,,,,,,,,,,,,
/artists/509049-assemblage-23,Assemblage 23,Assemblage 23,7pwThElmrxl0pjTwXMojCx,1.0,40.0,50973.0,53600.0,aggrotech,dark electro,dark wave,ebm,electro-industrial,futurepop,industrial metal,neo-synthpop,,,,,,,,,,
/artists/8238658-assorted-travellers,Assorted Travellers,Assorted Travellers,5MOvnZVgI0J4wqLVYaoOIY,1.0,0.0,129.0,30.0,dutch americana,,,,,,,,,,,,,,,,,
/artists/171384-assurd,Assurd,assurd,6yHH3jKzY9OAR6PcILtkjR,1.0,9.0,592.0,405.0,musica etnica,,,,,,,,,,,,,,,,,
/artists/130727-asteroid,Asteroid,Asteroid,7xpOvrTzp3BeaBJQ3LPp1n,1.0,37.0,20690.0,64599.0,instrumental stoner rock,psychedelic doom,retro metal,space rock,stoner metal,stoner rock,swedish stoner rock,,,,,,,,,,,
/artists/6710984-asteroid-beach,Asteroid Beach,,,,,,,,,,,,,,,,,,,,,,,,
/artists/515162-astillero,Astillero,Astillero,6H0VSaqaG0soPLJTFcdIQM,1.0,11.0,2032.0,741.0,nuevo tango,,,,,,,,,,,,,,,,,
/artists/2676636-astillero-tango,Astillero Tango,,,,,,,,,,,,,,,,,,,,,,,,
/artists/415917-aston-villa,Aston Villa,Aston Villa F.C.,097YmswgZP3eG1iWwzz9vY,0.81,0.0,118.0,61.0,,,,,,,,,,,,,,,,,,
/artists/126036-astonvilla,Astonvilla,Astonvilla,3qNYZS3uNCwEA3Zn9gBsO7,1.0,27.0,7444.0,18400.0,french rock,,,,,,,,,,,,,,,,,
/artists/141913-astpai,Astpai,Astpai,3JuDo6kGyBy0HhvzofZcYX,1.0,11.0,2581.0,1100.0,austrian punk,,,,,,,,,,,,,,,,,
/artists/321117-astral-doors,Astral Doors,Astral Doors,0lc8BWRWnjTL78iCV21Bo9,1.0,32.0,18688.0,31900.0,melodic metal,neo classical metal,neo-trad metal,power metal,swedish heavy metal,swedish metal,symphonic power metal,,,,,,,,,,,
/artists/5533153-astral-swans,Astral Swans,Astral Swans,1GH6AT6yW1KZAzRuMAYkc8,1.0,17.0,975.0,1900.0,calgary indie,,,,,,,,,,,,,,,,,
/artists/5567068-astral-tears,Astral Tears,Astral Tears,2hapr1SnMVPrUnLJ3QKUia,1.0,0.0,70.0,5.0,,,,,,,,,,,,,,,,,,
/artists/6170129-astralia,Astralia,Astralia,16oiOqffDje5ZyoU5F8IBj,1.0,22.0,4943.0,6900.0,instrumental post-rock,spanish post-rock,,,,,,,,,,,,,,,,
/artists/8963314-astrid-alexandre,Astrid Alexandre,Astrid Alexandre,35c5H9oMAKbREmjdCcxqxt,1.0,2.0,84.0,103.0,,,,,,,,,,,,,,,,,,
/artists/8499423-astrid-s,Astrid S,Astrid S,3AVfmawzu83sp94QW7CEGm,1.0,73.0,988421.0,8100000.0,alt z,dance pop,electropop,norwegian pop,pop,post-teen pop,tropical house,,,,,,,,,,,
/artists/554467-astrix,Astrix,Astrix,3dUltShd2gJQc98Kc7Syit,1.0,56.0,303623.0,668800.0,full on,nitzhonot,psychedelic trance,,,,,,,,,,,,,,,
/artists/299159-astro-zombies,Astro Zombies,ASTRO ZOMBIES,67oe5fIUXYWLIGlZ6B8dzX,1.0,12.0,5068.0,2100.0,psychobilly,,,,,,,,,,,,,,,,,
/artists/462214-astrozombies,Astro-zombies,ASTRO ZOMBIES,67oe5fIUXYWLIGlZ6B8dzX,0.92,12.0,5068.0,2100.0,psychobilly,,,,,,,,,,,,,,,,,
/artists/26548-astroboy,Astroboy,Astroboy,6jf10ykIfWb2Kuov6zELF4,1.0,21.0,1978.0,6800.0,rock uruguayo,uruguayan indie,,,,,,,,,,,,,,,,
/artists/3729171-astroid-boys,Astroid Boys,Astroid Boys,0usP8DxN7FRA6LAD0japVD,1.0,31.0,21025.0,22700.0,welsh hip hop,welsh indie,,,,,,,,,,,,,,,,
/artists/322967-astronaut,Astronaut,Astronaut,6x4qywJwpg3WH0CyV5U5Vo,1.0,59.0,10671.0,10700.0,,,,,,,,,,,,,,,,,,
/artists/476612-astronautalis,Astronautalis,Astronautalis,6PWRJs1FosHp8Cqx0Nmswj,1.0,42.0,39186.0,106100.0,abstract hip hop,experimental hip hop,underground rap,,,,,,,,,,,,,,,
/artists/8697728-astronauts-uk,Astronauts ,Astronauts,25Oewsth7fwKALOyGC9JRG,1.0,32.0,7.0,16100.0,,,,,,,,,,,,,,,,,,
/artists/274445-at-any-cost,At Any Cost,Calm At Any Cost Noise,20rJbvCuVon9VwXRhManmb,0.67,0.0,4.0,2.0,,,,,,,,,,,,,,,,,,
/artists/8806774-at-pavillon,At Pavillon,At Pavillon,6cOhhwyjb3UD6DSB3z3WIc,1.0,10.0,1595.0,1400.0,austrian pop,,,,,,,,,,,,,,,,,
/artists/522514-at-vance,At Vance,At Vance,4alZ73UZp90icEjdKjSIxw,1.0,42.0,35163.0,142200.0,german metal,german power metal,melodic metal,neo classical metal,power metal,symphonic metal,,,,,,,,,,,,
/artists/5738554-at-the-bus-stop,At the Bus Stop,Hope at the Bus Stop,7EfCmCcyTaLNHjWuW2ndEH,0.86,0.0,143.0,46.0,,,,,,,,,,,,,,,,,,
/artists/206412-at-the-drivein,At the Drive-In,At The Drive In,5E2rtn57BM2WPjwak4kGd5,0.93,49.0,267498.0,270700.0,alternative metal,alternative rock,el paso indie,emo,indie rock,modern rock,post-hardcore,,,,,,,,,,,
/artists/548186-at-the-gates,At the Gates,At The Gates,6YXarbjg36ODFPez0PnOlD,1.0,46.0,187732.0,181500.0,death metal,gothenburg metal,melodic death metal,metal,swedish death metal,swedish melodeath,swedish metal,technical death metal,,,,,,,,,,
/artists/8663504-ata-kak,Ata Kak,Ata Kak,172WdsNGJYNNXVNQ1tXfrB,1.0,34.0,22226.0,65000.0,afro psych,,,,,,,,,,,,,,,,,
/artists/3954056-atacama,Atacama,Atacama,33EBuUkAa5DFVmu3Xht4X8,1.0,25.0,3288.0,13100.0,psychedelic trance,,,,,,,,,,,,,,,,,
/artists/4277356-atakan,Atakan,Atakan,0wOVppKgaFK21R2S7DPwNr,1.0,4.0,5.0,13100.0,,,,,,,,,,,,,,,,,,
/artists/249800-atari-teenage-riot,Atari Teenage Riot,Atari Teenage Riot,1EMlPfrse4I1I1hA3iwhk9,1.0,37.0,47561.0,59800.0,cyberpunk,digital hardcore,hardcore techno,industrial rock,,,,,,,,,,,,,,
/artists/10125836-athanasia,Athanasia,ATHANASIA,56sUrWqaCdTyKmSs4glQ7N,1.0,24.0,114.0,17400.0,,,,,,,,,,,,,,,,,,
/artists/472629-atheist,Atheist,Atheist,5QPy3HBn3AwzLEAQ8QeIo4,1.0,10.0,54546.0,1700.0,death metal,florida death metal,jazz metal,technical death metal,,,,,,,,,,,,,,
/artists/411343-athlete,Athlete,Athlete,6C0JkmxU2cgkVzotHJgfW7,1.0,44.0,112019.0,194000.0,britpop,,,,,,,,,,,,,,,,,
/artists/3480301-atish,Atish,Atish,78RY8tWBNtm7UkMImOTpjT,1.0,20.0,5696.0,6600.0,,,,,,,,,,,,,,,,,,
/artists/362715-atjazz,Atjazz,Atjazz,5E1HWPplEsztsh2zh1c9mH,1.0,41.0,33029.0,113900.0,afro house,broken beat,deep house,nu jazz,soulful house,,,,,,,,,,,,,
/artists/428610-atk,Atk,ATK,4nOixYyTN15ZSzPSna2Oah,1.0,35.0,21637.0,56400.0,french hip hop,old school rap francais,rap inde,,,,,,,,,,,,,,,
/artists/631402-atlantean-kodex,Atlantean Kodex,Atlantean Kodex,151tTWDhir2XguTqwE5pR1,1.0,26.0,11034.0,10800.0,doom metal,epic doom,neo-trad metal,nwothm,,,,,,,,,,,,,,
/artists/4087531-atlantic-attraction,Atlantic Attraction,,,,,,,,,,,,,,,,,,,,,,,,
/artists/2415966-atlanticpacific,Atlantic/Pacific,Atlantic/Pacific,4tZo6bZ2GyUsYWU1eSkaX1,1.0,1.0,160.0,52.0,,,,,,,,,,,,,,,,,,
/artists/7105964-atlantik-sisyphon-berlin,Atlantik (Sisyphon / Berlin),,,,,,,,,,,,,,,,,,,,,,,,
/artists/143702-atlantis,Atlantis,atlantis,63n25JUKzDWgbdaDtps52J,1.0,30.0,1794.0,18900.0,,,,,,,,,,,,,,,,,,
/artists/8208538-atlantis-big-band,Atlantis Big Band,Atlantis Big Band,0ncKb2E0enoLP2KMuq8EBz,1.0,0.0,15.0,35.0,,,,,,,,,,,,,,,,,,
/artists/184937-atlas,Atlas,atlas,395RUhnuJcbFdgp6nYZsih,1.0,56.0,157601.0,559700.0,lo-fi rap,social media pop,,,,,,,,,,,,,,,,
/artists/5406078-atlas-crocodile,Atlas Crocodile,,,,,,,,,,,,,,,,,,,,,,,,
/artists/2647091-atlas-losing-grip,Atlas Losing Grip,Atlas Losing Grip,13c7qu6z4JABjQ3kAiwd7w,1.0,28.0,11623.0,13400.0,fast melodic punk,melodic hardcore,skate punk,,,,,,,,,,,,,,,
/artists/8849754-atlas-and-axis,Atlas&Axis,,,,,,,,,,,,,,,,,,,,,,,,
/artists/465559-atmos,Atmos,Atmos,6pqvOCqzJlsUWlVjeHBw0v,1.0,31.0,16614.0,30300.0,progressive psytrance,psychedelic trance,,,,,,,,,,,,,,,,
/artists/44331-atmosphere,Atmosphere,Atmosphere,1GAS0rb4L8VTPvizAx2O9J,1.0,62.0,601598.0,1100000.0,alternative hip hop,conscious hip hop,minnesota hip hop,pop rap,,,,,,,,,,,,,,
/artists/2443271-atom,Atom,Atom,1pLpBFlQX1KlotOKoiEAyH,1.0,33.0,2.0,66.0,,,,,,,,,,,,,,,,,,
/artists/3675291-atom-string-quartet,Atom String Quartet,Atom String Quartet,6el2MR6AwBlxpCZaqu0OY2,1.0,22.0,1906.0,2900.0,jazz quartet,modern string quartet,polish jazz,polish modern jazz,,,,,,,,,,,,,,
/artists/318775-atom-tm,Atom TM,Atom TM,2a8NW6dE2Igxb6LQXDhdgL,1.0,30.0,11962.0,28400.0,electronica chilena,glitch beats,glitch pop,,,,,,,,,,,,,,,
/artists/166585-atomic,Atomic,Atomic,0AirXQe7BShlSTOCJGj5w1,1.0,24.0,403.0,18100.0,,,,,,,,,,,,,,,,,,
/artists/4657088-atomic-paracelze,Atomic Paracelze,,,,,,,,,,,,,,,,,,,,,,,,
/artists/5532493-atomic-shelters,Atomic Shelters,Atomic Shelters,7zjxliZiGTyAiaxoGXvGaz,1.0,0.0,85.0,60.0,swiss punk,,,,,,,,,,,,,,,,,
/artists/3986151-atomic-stereo,Atomic Stereo,Atomic Stereo,25nk6v368Vl3f0I6Wu7PIS,1.0,0.0,19.0,6.0,,,,,,,,,,,,,,,,,,
/artists/8923344-atomic-symphony,Atomic Symphony,Atomic Symphony,3LX11DL1d2GULjP82kQJ7p,1.0,17.0,2707.0,5600.0,progressive metal,,,,,,,,,,,,,,,,,
/artists/6335389-atomic-vulture,Atomic Vulture,Atomic Vulture,3z6VXQD4ygJutH9keCncIj,1.0,11.0,962.0,1200.0,belgian stoner rock,psychedelic space rock,,,,,,,,,,,,,,,,
/artists/219415-atomine-elektrine,Atomine Elektrine,Atomine Elektrine,2bSyQP5xtiIndQTdK1TMIq,1.0,3.0,372.0,95.0,swedish experimental,,,,,,,,,,,,,,,,,
/artists/9458414-atra-vetosus,Atra Vetosus,Atra Vetosus,72B3Q3BGvxRvuTjTN0fha5,1.0,5.0,1026.0,447.0,australian black metal,melodic black metal,,,,,,,,,,,,,,,,
/artists/12855-atreyu,Atreyu,Atreyu,3LkSiHbjqOHCKCqBfEZOTv,1.0,64.0,744940.0,1900000.0,alternative metal,melodic metalcore,metalcore,nu metal,rap rock,screamo,,,,,,,,,,,,
/artists/8343868-atropas,Atropas,Atropas,6w3yej1XRE5rpnVt0shFxe,1.0,1.0,361.0,95.0,swiss metal,,,,,,,,,,,,,,,,,
/artists/405595-atropin,Atropin,Atropin,2rFIrXaLMmj6YlHqrbcj1x,1.0,0.0,3.0,95.0,,,,,,,,,,,,,,,,,,
/artists/9613439-atropos-ch,Atropos ,Atropos,4sg5zPQsCTAYrWXmLuR26w,1.0,0.0,38.0,9.0,polish death metal,,,,,,,,,,,,,,,,,
/artists/5740294-atsuko-chiba,Atsuko Chiba,Atsuko Chiba,5sztlFD2VHbf7vg13bt5eb,1.0,5.0,1446.0,424.0,canadian post-rock,,,,,,,,,,,,,,,,,
/artists/584300-attack-attack,Attack Attack!,Attack Attack!,1FcRUsTmnEQfVCH5OIKSpb,1.0,54.0,202555.0,469900.0,post-screamo,screamo,trancecore,,,,,,,,,,,,,,,
/artists/7196904-attack-the-hero,Attack The Hero,Attack the Heretic,0RGEkXZIk0a8CqtpD1Yha5,0.85,7.0,3.0,91.0,,,,,,,,,,,,,,,,,,
/artists/3749751-attack-vertical,Attack Vertical,Attack Vertical,6Hs2I6JKNO9ZmPrYA3Llwa,1.0,0.0,168.0,50.0,,,,,,,,,,,,,,,,,,
/artists/7935143-attempt-to-reach,Attempt to Reach,,,,,,,,,,,,,,,,,,,,,,,,
/artists/9232934-attic-theory,Attic Theory,Attic Theory,0oOXpZTNdHDl8M1S3xQhhN,1.0,22.0,382.0,9600.0,liverpool indie,,,,,,,,,,,,,,,,,
/artists/511909-attila,Attila,Attila,4Uv5bceTJ2h3tLlssUNDNP,1.0,57.0,401462.0,602400.0,atlanta metal,deathcore,melodic metalcore,metalcore,nu-metalcore,rap metal,screamo,,,,,,,,,,,
/artists/914113-attila-vural,Attila Vural,Attila Vural,0tfgm7904XFkSlYsOw8Ap8,1.0,0.0,46.0,39.0,,,,,,,,,,,,,,,,,,
/artists/295039-attila-the-stockbroker,Attila the Stockbroker,Attila The Stockbroker,6MpFXOAwEfGuJFB4xa9Dl5,1.0,7.0,962.0,603.0,,,,,,,,,,,,,,,,,,
/artists/8974234-attilio-zanchi,Attilio Zanchi,Attilio Zanchi,4G45XbeJPMsZGpiJmnxISu,1.0,8.0,68.0,92.0,,,,,,,,,,,,,,,,,,
/artists/9737319-attracted-by-goats,Attracted By Goats,Attracted By Goats,32hh0PhqmbUUu3yi0SnbxO,1.0,0.0,163.0,34.0,,,,,,,,,,,,,,,,,,
/artists/187158-attractions,Attractions,Attractions,0AjnB78SikKKhqYoqFIOXn,1.0,26.0,10749.0,13900.0,japanese dance pop,,,,,,,,,,,,,,,,,
/artists/330226-attrition,Attrition,Attrition,5yAtVvdaWrTxW4GPC18643,1.0,15.0,3876.0,3200.0,british industrial,dark wave,ebm,ethereal wave,,,,,,,,,,,,,,
/artists/364494-attwenger,Attwenger,Attwenger,3zuPMne7Hac8d8zjWx3EUx,1.0,26.0,7584.0,12100.0,austropop,neue volksmusik,vienna indie,,,,,,,,,,,,,,,
/artists/439876-au,Au,Au,6H4zmSbPLwzHX0nadiCC5v,1.0,16.0,2956.0,3700.0,experimental pop,,,,,,,,,,,,,,,,,
/artists/10071973-au-loin,Au Loin,Au loin Carmen,3irJjkWESlLZ7EILJz3Ank,0.67,0.0,21.0,17.0,,,,,,,,,,,,,,,,,,
/artists/172954-au-revoir-simone,Au Revoir Simone,Au Revoir Simone,0X0TajZO1RmY3D8u1JymYq,1.0,40.0,78784.0,82200.0,brooklyn indie,,,,,,,,,,,,,,,,,
/artists/8038293-au-theatre-de-la-voirie,Au Théâtre de la Voirie,,,,,,,,,,,,,,,,,,,,,,,,
/artists/8627834-audessus,Au-Dessus,Au-Dessus,2apyFfr8H6fDmXmvNZhsnG,1.0,11.0,5602.0,1100.0,baltic black metal,lithuanian metal,post-black metal,,,,,,,,,,,,,,,
/artists/8983119-aura-antigua,Au/Ra ,Au/Ra,1eMmoIprPDWeFdB1FxU6ZV,1.0,71.0,377005.0,6700000.0,alt z,deep pop edm,electropop,indie poptimism,pop,social media pop,,,,,,,,,,,,
/artists/5641654-aubrey-logan,Aubrey Logan,Aubrey Logan,5GIBLQgzkZKjBDRhVQ4j1z,1.0,36.0,17338.0,89800.0,jazz trombone,,,,,,,,,,,,,,,,,
/artists/301809-aucan,Aucan,Aucan,3mmA5J7LGs3rpKZwNAkUbI,1.0,15.0,7820.0,2700.0,italian alternative,italian electronica,,,,,,,,,,,,,,,,
/artists/9178664-audlay,AudLay,AudLay,711yk07n2J0Z7uREJeWT3A,1.0,0.0,146.0,1.0,,,,,,,,,,,,,,,,,,
/artists/9063369-audino,Audino,Audino,2BMPTIjf2HRERkBHvMIPX2,1.0,37.0,74.0,176000.0,,,,,,,,,,,,,,,,,,
/artists/86357-audio-active,Audio Active,Audio Active,3P28eE3fKpmHQGNVZwrIb6,1.0,13.0,3419.0,1300.0,experimental dub,reggae fusion,,,,,,,,,,,,,,,,
/artists/8076533-audio-dope,Audio Dope,Audio Dope,7vByi0TCh4wNTdqNK7dNqe,1.0,42.0,11962.0,166200.0,basel indie,,,,,,,,,,,,,,,,,
/artists/1083919-audio-injection,Audio Injection,Audio Injection,5PlELgYOkRYsrU0DBDDtfe,1.0,4.0,869.0,478.0,dark minimal techno,deep minimal techno,,,,,,,,,,,,,,,,
/artists/10135502-audio-k,Audio K,Audio K,7rgUsn3YDb5ZBnZR8bBjmT,1.0,0.0,4.0,5.0,,,,,,,,,,,,,,,,,,
/artists/3664011-audio-porno,Audio Porno,Audioporno,6r8Cx3DQOwnAmt4rAS4Bms,0.95,0.0,90.0,79.0,,,,,,,,,,,,,,,,,,
/artists/5528483-audio-tribe,Audio Tribe,Audio Tribe,21vSG2CBUogGd7ZM9g6u3w,1.0,0.0,3.0,79.0,,,,,,,,,,,,,,,,,,
/artists/1095129-audio-werner,Audio Werner,Audio Werner,3sAiPMoERiyl61BoNpOI1l,1.0,17.0,5756.0,4400.0,minimal tech house,,,,,,,,,,,,,,,,,
/artists/1997348-audio88,Audio88,Audio88,4YlBDllKcEFrLtby1mqaEK,1.0,49.0,40718.0,151100.0,antideutsche,german alternative rap,german hip hop,german jazz rap,,,,,,,,,,,,,,
/artists/577512-audiofly,Audiofly,Audiofly,7JfTEfBRAB8ccDajaHdMlT,1.0,34.0,31033.0,64000.0,minimal tech house,,,,,,,,,,,,,,,,,
/artists/5135628-audiofreq,Audiofreq,Audiofreq,0hHKtZEXHNsXfgrNgU7Zkl,1.0,43.0,24089.0,165000.0,classic hardstyle,euphoric hardstyle,hardstyle,rawstyle,,,,,,,,,,,,,,
/artists/973712-audiojack,Audiojack,Audiojack,3Uvzk4iffO4mvchgRNJjbs,1.0,39.0,26435.0,107400.0,deep disco house,house,minimal tech house,minimal techno,organic house,tech house,,,,,,,,,,,,
/artists/313973-audiomatic,Audiomatic,Audiomatic,1EVqYQzE00Z8L5ly9oNxiV,1.0,38.0,24819.0,79900.0,progressive psytrance,psychedelic trance,,,,,,,,,,,,,,,,
/artists/1056423-audioporno,Audioporno,Audioporno,6r8Cx3DQOwnAmt4rAS4Bms,1.0,0.0,90.0,79.0,,,,,,,,,,,,,,,,,,
/artists/7126864-audiotricz,Audiotricz,Audiotricz,52I8HbScEEvgwiiSDaM7gP,1.0,51.0,33751.0,358600.0,classic hardstyle,euphoric hardstyle,hardstyle,rawstyle,,,,,,,,,,,,,,
/artists/7927768-audite-africam,Audite Africam,,,,,,,,,,,,,,,,,,,,,,,,
/artists/2354579-audn,Audn,Auðn,0qT1hWvLtvRxUqbCmeb7GP,0.75,27.0,16766.0,10400.0,atmospheric black metal,icelandic black metal,icelandic metal,melodic black metal,voidgaze,,,,,,,,,,,,,
/artists/1089128-audra-mae,Audra Mae,Audra Mae,21jPcGkRtUofRVCC8cWHPS,1.0,45.0,23556.0,123500.0,alternative roots rock,,,,,,,,,,,,,,,,,
/artists/427495-audrey,Audrey,audrey,5WBzF43zl9uvT74kpOyywj,1.0,32.0,2947.0,42500.0,modern indie pop,,,,,,,,,,,,,,,,,
/artists/519877-audrey-horne,Audrey Horne,Audrey Horne,7HudjH2VxKdpK8nj2U6yls,1.0,30.0,12912.0,21900.0,norwegian rock,,,,,,,,,,,,,,,,,
/artists/3831031-audrey-katz,Audrey Katz,Audrey Katz,33kbIMIju1PZVMt06bcprx,1.0,0.0,39.0,25.0,,,,,,,,,,,,,,,,,,
/artists/9657134-audrey-martells,Audrey Martells,Audrey Martells,6IfQKti5Zou9zoxvqpLd4C,1.0,1.0,77.0,117.0,,,,,,,,,,,,,,,,,,
/artists/8935439-audrey-la-delfa,Audrey la Delfa,,,,,,,,,,,,,,,,,,,,,,,,
/artists/6759364-audry-funk,Audry Funk,Audry Funk,7eWbFrseRms5D5quwPDkm2,1.0,30.0,9770.0,20800.0,rap latina,,,,,,,,,,,,,,,,,
/artists/7482944-auf-dauerwelle,Auf Dauerwelle,,,,,,,,,,,,,,,,,,,,,,,,
/artists/839842-aufgang,Aufgang,Aufgang,7uPtq7pWuE0KXVHaT8fPxw,1.0,19.0,5364.0,6300.0,,,,,,,,,,,,,,,,,,
/artists/7353089-augur-ensemble,Augur Ensemble,Augur Ensemble,5AXGh0Edu8IUypofR0uo8V,1.0,0.0,12.0,8.0,,,,,,,,,,,,,,,,,,
/artists/6668129-august-alsina,August Alsina,August Alsina,19Fi1Rj7kk8kyiwxpXy3yM,1.0,67.0,2226500.0,2500000.0,dance pop,pop,pop r&b,pop rap,r&b,trap,urban contemporary,,,,,,,,,,,
/artists/468456-august-burns-red,August Burns Red,August Burns Red,5p9CTsn5ueGU4oScNX1axu,1.0,60.0,576261.0,852300.0,christian metal,christian metalcore,melodic metalcore,metalcore,screamo,,,,,,,,,,,,,
/artists/460656-augustana,Augustana,Augustana,61YE3whKiuRr83j1yOm5M7,1.0,52.0,196479.0,720400.0,acoustic pop,neo mellow,piano rock,pop rock,,,,,,,,,,,,,,
/artists/402711-augustin-dumay,Augustin Dumay,Augustin Dumay,3opEhp6tLG4SOgtt8Z9atz,1.0,32.0,1110.0,52500.0,violin,,,,,,,,,,,,,,,,,
/artists/2290098-augustin-hadelich,Augustin Hadelich,Augustin Hadelich,0rXFlqrjeUnpRIj3z7IRBk,1.0,37.0,7194.0,67100.0,violin,,,,,,,,,,,,,,,,,
/artists/3430206-augustines,Augustines,Augustines,0p1LdP1XicX0UA5GNA2DWc,1.0,37.0,44636.0,58000.0,perth indie,,,,,,,,,,,,,,,,,
/artists/9352664-aul,Aul,Aul,68dmsf6m7laYqrO8uBeiii,1.0,1.0,241.0,111.0,zurich indie,,,,,,,,,,,,,,,,,
/artists/4811888-aum-grand-ensemble,Aum Grand Ensemble,AUM Grand ensemble,6ip3p6W29rlgPvOLCrzTz6,1.0,0.0,40.0,5.0,,,,,,,,,,,,,,,,,,
/artists/4787518-auntie-flo,Auntie Flo,Auntie Flo,6XYOjW5wxf5V9hwAR58o4d,1.0,35.0,15500.0,66000.0,organic electronic,scottish electronic,,,,,,,,,,,,,,,,
/artists/2854581-aura-dione,Aura Dione,Aura Dione,5SUSe6NpDjc6BNKX8Dx0hj,1.0,49.0,100928.0,326800.0,scandipop,,,,,,,,,,,,,,,,,
/artists/10163935-aural-coma,Aural Coma,Aural Coma,5m5KT8cs8HCbBPBYT3nni2,1.0,2.0,245.0,61.0,,,,,,,,,,,,,,,,,,
/artists/9117584-aurel-hassler,Aurel Hassler,Aurel Hassler,1AJApmiVgO00Bws7DvZU1p,1.0,0.0,0.0,61.0,,,,,,,,,,,,,,,,,,
/artists/8677379-aurora-us,Aurora ,AURORA,1WgXqy2Dd70QQOU7Ay074N,1.0,76.0,1917401.0,10900000.0,art pop,norwegian pop,,,,,,,,,,,,,,,,
/artists/10094453-aurora-anthony,Aurora Anthony,Aurora Anthony,3XwsDnGQ29C3a3UUY2anya,1.0,22.0,464.0,6200.0,,,,,,,,,,,,,,,,,,
/artists/9280929-auroro-borealo,Auroro Borealo,Auroro Borealo,0nGiEhmmiALbvneEJGOA37,1.0,20.0,4341.0,5000.0,italian indie pop,,,,,,,,,,,,,,,,,
/artists/856047-aurum,Aurum,Aurum,4c0Bp0wMrzxY4LbvrBQnHB,1.0,31.0,14768.0,18500.0,latincore,mexican pop punk,mexican rock,,,,,,,,,,,,,,,
/artists/3846846-aurelie-emery,Aurélie Emery,Aurélie Emery,69WbBWdfKfNoTErVwkKCAO,1.0,0.0,148.0,34.0,,,,,,,,,,,,,,,,,,
/artists/430134-ausgang,Ausgang,AUSGANG,02sS3W8DneIaxX8VH3TbkJ,1.0,17.0,1862.0,2000.0,,,,,,,,,,,,,,,,,,
/artists/4231746-aust,Aust,AUST,5vKWepuMbUEPh8iRpbpoxp,1.0,31.0,1188.0,38400.0,,,,,,,,,,,,,,,,,,
/artists/7007004-austeros,Austeros,Austeros,0zbBYseJQF2w2Tvu08mmUj,1.0,1.0,231.0,72.0,bristol indie,,,,,,,,,,,,,,,,,
/artists/114521-austin-lucas,Austin Lucas,Austin Lucas,2xXNqL807BAunM2FdmAixU,1.0,26.0,10168.0,10900.0,folk punk,,,,,,,,,,,,,,,,,
/artists/4584008-austin-lucas-and-the-bold-party,Austin Lucas & the Bold Party,,,,,,,,,,,,,,,,,,,,,,,,
/artists/3564896-austin-miller,Austin Miller,Austin Miller,3MEFFWySdL0MYCfJCR1Mej,1.0,3.0,397.0,246.0,,,,,,,,,,,,,,,,,,
/artists/7400014-austin-wintory,Austin Wintory,Austin Wintory,3Rwlus4QnnBSnTe8pJV0rw,1.0,53.0,38546.0,364900.0,indie game soundtrack,japanese vgm,scorecore,soundtrack,video game music,,,,,,,,,,,,,
/artists/3678466-austra,Austra,Austra,1o43SzzuLoyOxqThmp7s0g,1.0,46.0,144167.0,202400.0,alternative dance,art pop,canadian electropop,chillwave,electroclash,electronica,electropop,metropopolis,new rave,shimmer pop,,,,,,,,
/artists/10111192-austro-und-deutschpop,Austro- und Deutschpop,,,,,,,,,,,,,,,,,,,,,,,,
/artists/2673186-ausverkauft,Ausverkauft,,,,,,,,,,,,,,,,,,,,,,,,
/artists/49992-autechre,Autechre,Autechre,6WH1V41LwGDGmlPUhSZLHO,1.0,46.0,165440.0,157800.0,abstract,ambient,ambient techno,deep idm,drill and bass,drone,dub techno,electro,electronica,experimental,fourth world,glitch,intelligent dance music,microhouse,ninja,outsider house,techno,uk experimental electronic
/artists/8666489-authentic-light-orchestra,Authentic Light Orchestra,Authentic Light Orchestra,0XjeiL1ZJaP464WBFZmyyJ,1.0,3.0,298.0,284.0,,,,,,,,,,,,,,,,,,
