,venue,locality,postal_code,street,country,latitude,longitude,venue_website,manual_input
/venues/3586604,Kadok Club,Lausanne,,,Switzerland,46.51965,6.63227,,
/venues/4406170,Église Saint-François,Lausanne,1003,Place St-François,Switzerland,46.51989,6.63359,,X
/venues/4406168,Eglise St Francois,Lausanne,1003,Place St. François,Switzerland,46.51989,6.63359,,/venues/4406170
/venues/1017681,Festival de la Cité Lausanne,Lausanne,,,Switzerland,46.51996,6.6336,,
/venues/2511579,Mica Club,Lausanne,,,Switzerland,46.51996,6.6336,,
/venues/2523969,LFM Radio,Lausanne,,,Switzerland,46.51996,6.6336,,
/venues/2598568,Label Suisse Festival / EJMA,Lausanne,,,Switzerland,46.51996,6.6336,http://www.labelsuisse.ch/,
/venues/2453054,Sasha Club,Lausanne,,,Switzerland,46.51996,6.6336,,
/venues/2887933,M4music,Lausanne,,,Switzerland,46.51996,6.6336,,
/venues/3002529,"Bateaux solaires, Ouchy",Lausanne,,,Switzerland,46.51996,6.6336,,
/venues/2645833,Festival De La Terre,Lausanne,,,Switzerland,46.51996,6.6336,,
/venues/2916858,Lausanne Estival,Lausanne,,,Switzerland,46.51996,6.6336,http://www.lausanne.ch/lausanneestivale,
/venues/2844993,Hemu,Lausanne,,,Switzerland,46.51996,6.6336,,
/venues/3020889,Rolle,Lausanne,,,Switzerland,46.51996,6.6336,,
/venues/2594478,La Chaine,Lausanne,,,Switzerland,46.51996,6.6336,,
/venues/2746088,Tech A Break bar @EPFL,Lausanne,,,Switzerland,46.51996,6.6336,,
/venues/2929423,Open Air Stage,Lausanne,,,Switzerland,46.51996,6.6336,,
/venues/2850988,TBA,Lausanne,,,Switzerland,46.51996,6.6336,,
/venues/96586,Le Bourg,Lausanne,1002,Rue de Bourg 51,Switzerland,46.52013,6.63663,http://www.le-bourg.ch/,
/venues/3385664,Label Suisse,Lausanne,1002,Rue de Bourg 51,Switzerland,46.52013,6.63663,https://labelsuisse.ch,
/venues/3217513,ECAL,Lausanne,1003,Rue de Bourg 51,Switzerland,46.52013,6.63663,http://www.le-bourg.ch,
/venues/1111161,Casino De Montbenon,Lausanne,1003,Allée Ernest-ansermet 3,Switzerland,46.52038,6.62502,,X
/venues/3358784,Casino De Montbenon - Salle Paderewski,Lausanne,1003,Allée Ernest-Ansermet 3,Switzerland,46.52038,6.62502,,/venues/1111161
/venues/1431213,Salle Paderewski,Lausanne,1003,Allée Ernest-Ansermet 3,Switzerland,46.52038,6.62502,,/venues/1111161
/venues/3358789,Casino De Montbenon - Espacejazz,Lausanne,1003,Allée Ernest-Ansermet 3,Switzerland,46.52038,6.62502,,/venues/1111161
/venues/2444149,Montbenon Casino,Lausanne,1003,Allée Ernest-Ansermet 3,Switzerland,46.52038,6.62502,,/venues/1111161
/venues/2792453,Casino De Montbanon,Lausanne,,Allee Ernest Ansermet 3,Switzerland,46.52038,6.62502,,/venues/1111161
/venues/4027974,Duke's,Lausanne,,12 rue du Flon,Switzerland,46.52065,6.63558,,X
/venues/4255109,Duke S Wine Tapas & Music Bar,Lausanne,1003,Rue du Flon 12,Switzerland,46.52065,6.63558,,/venues/4027974
/venues/130024,D Club,Lausanne,1000,Place Centrale 1,Switzerland,46.52067,6.63155,,X
/venues/105720,D! Club| Place Centrale,Lausanne,1001,Place Centrale 1,Switzerland,46.52067,6.63155,http://www.dclub.ch,/venues/130024
/venues/1100181,Label Suisse Festival / D-club,Lausanne,,place Centrale 1,Switzerland,46.52067,6.63155,,/venues/130024
/venues/2719243,Electrosanne Open Air,Lausanne,1003,Place centrale 1,Switzerland,46.52067,6.63155,,
/venues/32589,Loft Club and Cafe,Lausanne,1003,,Switzerland,46.52079,6.63149,http://www.loftclub.ch,
/venues/3160114,Steinway Hall,Lausanne,1003 Lausanne,Arcades Pichard 13,Switzerland,46.52079,6.63149,http://steinwayhall.ch/,
/venues/2381709,Divers Lieux,Lausanne,1003,,Switzerland,46.52079,6.63149,,
/venues/3489459,Le Mad Club & Quai No 1,Lausanne,1003,,Switzerland,46.52079,6.63149,,/venues/67423
/venues/4335410,Espacejazz,Lausanne,1003,,Switzerland,46.52079,6.63149,,
/venues/3196208,Taco's Bar,Lausanne,1003,Rue de Genève 17,Switzerland,46.52168,6.62817,http://tacos-bar.ch/,
/venues/46109,Le Métropole,Lausanne,1002,Rue de Genève 17,Switzerland,46.52168,6.62817,,
/venues/67423,Le Mad,Lausanne,1003,Rue de Geneve 23,Switzerland,46.52187,6.62717,,X
/venues/3807999,JET by Valentino,Lausanne,1003,Rue de Genève 23,Switzerland,46.52187,6.62717,http://www.madclub.ch,/venues/67423
/venues/4378735,JET Club - 3e étage du MAD,Lausanne,1002,Rue de Genève 23,Switzerland,46.52187,6.62717,,/venues/67423
/venues/2933888,Boulevard Des Stars,Lausanne,1003,Rue St. Martin 11,Switzerland,46.52256,6.63689,,
/venues/4083664,El Secreto Club,Lausanne,1003,Rue Saint-Martin 11,Switzerland,46.52256,6.63689,,
/venues/3154219,BCU,Lausanne,1000,place de la Riponne,Switzerland,46.52365,6.63267,,
/venues/3343849,La Grenette,Lausanne,,place de la riponne,Switzerland,46.52365,6.63267,,
/venues/1655248,Rouge City,Lausanne,1003,Place Chauderon 18,Switzerland,46.52382,6.62529,,
/venues/3102759,Chauderon18,Lausanne,1003,Place Chauderon 18,Switzerland,46.52382,6.62529,http://chauderon18.ch,/venues/3569194
/venues/3293424,Club Chauderon 18,Lausanne,1003,Place Chauderon 18,Switzerland,46.52382,6.62529,,/venues/3569194
/venues/3662454,No Name - Chaudron 18,Lausanne,,Chauderon 18,Switzerland,46.52382,6.62529,,/venues/3569194
/venues/3668064,Le Cazard,Lausanne,1004 Lausanne,Pré-du-Marché 15,Switzerland,46.52408,6.62958,,X
/venues/4397947,Le Romandie Au Cazard,Lausanne,1004,Rue Pré du Marché 15,Switzerland,46.52408,6.62958,,/venues/3668064
/venues/1403163,Vinyl Club,Lausanne,1005,Place du Tunnel 9,Switzerland,46.52592,6.635,http://vinylclub-lausanne.blogspot.com/,
/venues/2395989,Broadway Av.,Lausanne,1005,Place du Tunnel 9,Switzerland,46.52592,6.635,,
/venues/3424479,TKM Théatre Kléber-Méleau,Lausanne,1020,Chemin de l'Usine à gaz 9,Switzerland,46.5262,6.59946,http://www.t-km.ch/,/venues/4250619
/venues/4250619,Théâtre Kléber-Méleau,Lausanne,1020 Renens-Malley,Chemin de l’Usine à Gaz 9,Switzerland,46.5262,6.59946,https://www.tkm.ch/,X
/venues/54921,Théâtre de Beaulieu,Lausanne,1004,Avenue Bergières 10,Switzerland,46.52943,6.6229,,X
/venues/1896843,MCH Beaulieu Lausanne,Lausanne,1000,Avenue des Bergieres 10,Switzerland,46.52943,6.6229,,/venues/54921
/venues/3159424,"Studio 15, RTS",Lausanne,1010,Avenue du Temple 40,Switzerland,46.53337,6.64943,http://www.rts.ch,X
/venues/2446039,RTS Espace2 - émission JazzZ,Lausanne,1000,Av. du Temple 40,Switzerland,46.53337,6.64943,http://www.rts.ch/espace-2/programmes/jazzz/,/venues/3159424
/venues/945221,"Studio 15, RSR",Lausanne,1010,Avenue du Temple 40,Switzerland,46.53337,6.64943,http://www.rsr.ch,/venues/3159424
/venues/879761,Salle Des Spectacles,Lausanne,,Rue De Lausanne 37,Switzerland,46.53648,6.58603,,X
/venues/936406,Salle De Spectacles,Lausanne,1020,Rue De Lausanne 37,Switzerland,46.53648,6.58603,,/venues/879761
/venues/619716,Salle De Grand-vennes,Lausanne,,17 Chemin Des Abeilles,Switzerland,46.5412,6.64795,,
/venues/1011066,Grand V Rock,Lausanne,1010,Chemin Des Abeilles 17,Switzerland,46.5412,6.64795,http://grandvrock.ch,
/venues/2958443,"Kiental, Switzerland",Frutigen,3723,,Switzerland,46.5431,7.75573,http://naturalsound.ch,
/venues/2958433,Kientalerhof,Frutigen,3723,Kiental,Switzerland,46.5431,7.75573,http://www.kientalerhof.ch,
/venues/4332994,Open Air Im Freibadareal,Frutigen,3714,Sportweg 1,Switzerland,46.59355,7.65342,,
/venues/4145434,Kulturverein Kandertal im Sportzentrum Frutigen,Frutigen,3714,Sportweg 1,Switzerland,46.59355,7.65342,,
/venues/4390913,Alpinhotel Bort,Grindelwald,3818,Bortweg 44,Switzerland,46.60006,8.05305,,
/venues/4397949,Stream Vom Jungfraujoch,Grindelwald,3818,,Switzerland,46.60006,8.05305,,
/venues/2799013,Aula Lyceum Alpinum,St. Moritz,7524,Via Lyceum,Switzerland,46.60218,9.95978,,
/venues/2751918,Theater Globe,St. Moritz,,,Switzerland,46.60218,9.95978,,
/venues/4151944,Fleebar 3000,Chur,7132,Vale 199A,Switzerland,46.60947,9.17302,,/venues/4169169
/venues/4169169,Fleebar,Chur,7132,Vale 199A,Switzerland,46.60947,9.17302,,X
/venues/3472824,Les Archives,Bulle,,,Switzerland,46.61545,7.05773,,
/venues/3695394,Halle Sottas,Bulle,,,Switzerland,46.61545,7.05773,,
/venues/4412054,Andermatt Reuss,Luzern,6490,,Switzerland,46.62674,8.61759,,
/venues/4415538,"Raum Altdorf, Radisson Blu Hotel",Luzern,6490,,Switzerland,46.62674,8.61759,,
/venues/4286929,Mehrzweckhalle Sedrun,Surselva,7188,,Switzerland,46.63506,8.76335,,
/venues/4337963,ROCKseDRUN,Surselva,7188,,Switzerland,46.63506,8.76335,http://www.rocksedrun.ch,
/venues/4059954,"Casa d'Angel, Lumbrein",Chur,7148 Lumnezia,Dado baselgia 116,Switzerland,46.68335,9.13625,https://culturalumnezia.ch/,/venues/4059969
/venues/4059969,Casa d'Angel,Chur,7148 Lumnezia,Dado Baselgia 116,Switzerland,46.68335,9.13625,https://culturalumnezia.ch,X
/venues/885001,Trucker & Country Festival Grounds,Bern,,,Switzerland,46.68635,7.8632,,
/venues/3747754,Hangover Club,Bern,,,Switzerland,46.68635,7.8632,,
/venues/1579043,Das Zelt,Bern,3800,Höhenmatte,Switzerland,46.68648,7.85691,,
/venues/2732328,Höhematte,Bern,3800,Höheweg 41,Switzerland,46.68648,7.85691,,
/venues/3592804,"Salle de Versailles, Grand Hotel Victoria-Jungfrau",Bern,3800,Höheweg 41,Switzerland,46.68648,7.85691,,
/venues/2603173,Greenfield,Bern,,,Switzerland,46.68738,7.86955,,/venues/2638278
/venues/2638278,Green Fields Festival,Bern,,,Switzerland,46.68738,7.86955,,X
/venues/2658193,Goldener Anker,Bern,,,Switzerland,46.68738,7.86955,,
/venues/3336969,La Tour du Sauvage,Fribourg,1680,Romont,Switzerland,46.69189,6.91181,http://www.romontregion.ch,
/venues/3212043,Les Capucins,Fribourg,1680,Romont,Switzerland,46.69189,6.91181,http://www.les-capucins.ch/resources/2016-2017/LESCAPUCINS_16-17_Programme_1.jpg,
/venues/1924209,Openair Val Lumnezia,Chur,CH-7145,,Switzerland,46.70783,9.1678,,
/venues/3034339,Openair-gelände,Chur,7145,,Switzerland,46.70783,9.1678,,
/venues/2846953,Hessel Espace Culturel,Lausanne,1350,Rue Davall 3,Switzerland,46.72302,6.53273,https://www.hesselespaceculturel.ch/,/venues/3800434
/venues/3800434,Hessel Espace Culturel,Yverdon-Les-Bains,1350 Orbe,"Hessel Espace Culturel, Rue Davall 3",Switzerland,46.72302,6.53273,,X
/venues/3665564,Hotel Schweizerhof,Chur,7078,,Switzerland,46.726,9.55775,,
/venues/3665574,Guarda Val,Chur,7078,,Switzerland,46.726,9.55775,,
/venues/4011834,Grandhotel Giessbach,Brienz,3855,,Switzerland,46.72634,8.05346,,
/venues/2837663,Brienzersee Rockfestival,Brienz,3855,Postfach,Switzerland,46.72634,8.05346,http://www.brienzerseerockfestival.ch,
/venues/4255884,Zentrum der Einheit,Brienz,3855,,Switzerland,46.72634,8.05346,,
/venues/2732323,Parkplatz Fadail,Chur,7078,,Switzerland,46.7283,9.54128,,
/venues/3411589,Eichhörnliwald Lenzerheide,Chur,7078,,Switzerland,46.7283,9.54128,,
/venues/3725524,Radio RNV,Lausanne,,,Switzerland,46.72933,6.53236,,
/venues/3173639,Château de Corcelles-sur-Chavornay,Lausanne,,,Switzerland,46.72933,6.53236,http://www.chateaudecorcelles.ch/Chateau_de_Corcelles/Home.html,
/venues/4367958,Halle des Fêtes,Lausanne,1337,,Switzerland,46.72933,6.53236,,
/venues/4370222,"Khal'Fest, Vallorbe (VD)",Lausanne,1337,Rue des Fontaines 12,Switzerland,46.72933,6.53236,https://www.tempslibre.ch/vaud/concerts/407937-silver-dust-at-khal-fest-vallorbe-vd,
/venues/4180984,Crest'ota,Chur,7078,Dieschen seura 7,Switzerland,46.73358,9.5606,,
/venues/4377268,Berggasthaus Crest'ota,Obervaz,7078,Dieschen seura 7,Switzerland,46.73358,9.5606,,
/venues/3815394,Schloss Oberhofen,Bern,3653,Oberhofen am Thunersee,Switzerland,46.73533,7.67619,https://www.schlossoberhofen.ch,
/venues/3815399,Haus der Musik Oberhofen,Bern,3653,,Switzerland,46.73533,7.67619,http://www.matter-stiftung.ch,
/venues/1483203,Schadausaal (kkthun),Bern,3504,Seestrasse 68,Switzerland,46.74324,7.62953,,/venues/1562518
/venues/2732298,"Kk Thun, Lachensaal",Bern,3601,Seestrasse 68,Switzerland,46.74324,7.62953,,/venues/1562518
/venues/1231906,Lachensaal (kkthun),Bern,3604,Seestrasse 68,Switzerland,46.74324,7.62953,,/venues/1562518
/venues/2960663,Thunfest,Bern,,,Switzerland,46.74843,7.6263,,
/venues/2919693,Eventfabrik Thun,Bern,,,Switzerland,46.74843,7.6263,,
/venues/2761223,Schadau Park,Bern,,,Switzerland,46.74843,7.6263,,
/venues/2943458,Gleiswerk,Bern,3600,Seestrasse 14,Switzerland,46.75142,7.63312,,X
/venues/2974473,Gleiswerk Die Eventfabrik,Bern,3600,Seestrasse 14,Switzerland,46.75142,7.63312,,/venues/2943458
/venues/1303006,N8stern Disco-club,Bern,3600,Seestrasse 14,Switzerland,46.75142,7.63312,,
/venues/1562518,Kkthun,Bern,3600,,Switzerland,46.75352,7.62244,,X
/venues/4299429,Generationenfestival,Bern,3600,,Switzerland,46.75352,7.62244,https://www.generationentandem.ch/generationenfestival/,
/venues/4256659,Thuner Hauptgassenfest,Bern,3600,,Switzerland,46.75352,7.62244,,
/venues/3329834,Berner Literaturfest Thun,Bern,3600,,Switzerland,46.75352,7.62244,http://www.berner-literaturfest.ch/,
/venues/3766349,Sherlock Lounge Meiringen,Brienz,,,Switzerland,46.75415,8.03169,http://sherlock-lounge.ch,
/venues/3549004,Judihui Festival,Brienz,,,Switzerland,46.75415,8.03169,,
/venues/3292009,Kick Down Bar,Brienz,,,Switzerland,46.75415,8.03169,,
/venues/4138844,Vamp Club,Bern,3600,,Switzerland,46.75799,7.62799,https://www.vampclub.ch/de/,
/venues/3565709,Streetsoccer Turnier,Bern,,,Switzerland,46.75799,7.62799,,
/venues/3511639,House Show,Bern,,,Switzerland,46.75799,7.62799,,
/venues/3331334,REX-Cinema No. 5,Bern,,,Switzerland,46.75799,7.62799,,
/venues/3345194,"Konzertzone Rathaus, Thun",Bern,,,Switzerland,46.75799,7.62799,,
/venues/196798,Mokka,Bern,3600,Allmendstrasse 14,Switzerland,46.75977,7.62386,,/venues/275196
/venues/418871,Café Bar Mokka,Bern,3600,Allmendstrasse 14,Switzerland,46.75977,7.62386,http://www.mokka.ch/,/venues/275196
/venues/275196,Cafe Mokka,Bern,3600,Allmendstrasse 14,Switzerland,46.75977,7.62386,,X
/venues/1630563,Konzepthalle6,Bern,3600,Scheibenstrasse 6,Switzerland,46.76079,7.624,,/venues/2070544
/venues/2070544,Konzepthalle 6,Bern,,Scheibenstrasse 6,Switzerland,46.76079,7.624,,X
/venues/3768624,The Legacy,Bern,3600,Scheibenstrasse 63,Switzerland,46.76132,7.6193,https://www.legacythun.ch/,
/venues/3147264,The Selve,Bern,3600,Scheibenstrasse 63,Switzerland,46.76132,7.6193,,
/venues/4352137,Schüür - Restaurant & Kultur,Bern,3613,Bernstrasse 111,Switzerland,46.77279,7.61665,,X
/venues/4386447,Schüür Restaurant & Kultur,Bern,,Bernstrasse 111,Switzerland,46.77279,7.61665,,/venues/4352137
/venues/419076,Suisse,Yverdon-Les-Bains,,,Switzerland,46.77822,6.64149,,
/venues/419096,Expo 02 Arteplage,Yverdon-Les-Bains,,,Switzerland,46.77822,6.64149,,
/venues/3002544,Fête de la Musique,Yverdon-Les-Bains,,,Switzerland,46.77822,6.64149,,
/venues/3002534,Café Le Tempo,Yverdon-Les-Bains,,,Switzerland,46.77822,6.64149,,
/venues/2905043,Pixelsound Studio,Yverdon-Les-Bains,,,Switzerland,46.77822,6.64149,,
/venues/2905283,Antidote Festival,Yverdon-Les-Bains,,,Switzerland,46.77822,6.64149,,
/venues/926121,Living Room,Yverdon-Les-Bains,,,Switzerland,46.77822,6.64149,,
/venues/3723874,Représentation privée,Yverdon-Les-Bains,,,Switzerland,46.77847,6.64118,,
/venues/3268299,Skate-Park,Yverdon-Les-Bains,,,Switzerland,46.77847,6.64118,,
/venues/3831469,Arosa Electronica Festival,Arosa,,"Dorf, 7050",Switzerland,46.78237,9.67991,,
/venues/3739729,Los Bar,Arosa,,,Switzerland,46.78237,9.67991,,
/venues/3776104,Güterschuppen,Arosa,7050,,Switzerland,46.78237,9.67991,http://www.gueterschuppen-arosa.ch,
/venues/3735969,Diverse Veranstaltungsorte Arosa Kultur,Arosa,7050,,Switzerland,46.78237,9.67991,,
/venues/3967844,Valsana,Arosa,7050,,Switzerland,46.78237,9.67991,,
/venues/3585189,Sport- Und Kongresszentrum,Arosa,7050,,Switzerland,46.78237,9.67991,,
/venues/3385679,Arosa Kultursommer (duo Feat. Andri Perl (lesung)),Arosa,,,Switzerland,46.78237,9.67991,,
/venues/3098884,aifach,Arosa,,,Switzerland,46.78237,9.67991,http://aifach.ch/,
/venues/3647139,Gipfelrestaurant Weisshorn,Arosa,7050,,Switzerland,46.78237,9.67991,,
/venues/3585199,Strandbad Untersee,Arosa,7050,,Switzerland,46.78237,9.67991,,
/venues/3628779,Arosa Platz,Arosa,7050,,Switzerland,46.78237,9.67991,,
/venues/3459129,Kursaal Arosa,Arosa,7050,Poststrasse,Switzerland,46.78286,9.68168,,
/venues/3459124,Arosa Kulm Hotel & Alpin Spa,Arosa,7050,Poststrasse,Switzerland,46.78286,9.68168,,
/venues/3459134,Ruobstei Arosa,Arosa,7050,Poststrasse,Switzerland,46.78286,9.68168,,
/venues/3459094,Ev. Dorfkirche,Arosa,7050,Poststrasse,Switzerland,46.78286,9.68168,,
/venues/3735309,Kongresssaal Arosa,Arosa,7050,Poststrasse,Switzerland,46.78297,9.68221,,
/venues/3874414,Café Weber,Arosa,7050,Poststrasse,Switzerland,46.78297,9.68221,,
/venues/1564848,Bar Bolgenschanze,Davos,7270,Skistrasse 1,Switzerland,46.79328,9.82472,,
/venues/1647433,Bolgenareal,Davos,7270,Skistrasse 1,Switzerland,46.79328,9.82472,,
/venues/4364971,Platzhirsch,Davos,7270,Promenade 63,Switzerland,46.79636,9.82137,http://www.platzhirschclub-davos.com/,
/venues/4374292,Tonic Bar / Hotel Europe,Davos,7270 Davos Platz,Promenade 63,Switzerland,46.79636,9.82137,,
/venues/3846919,Hard Rock Hotel,Davos,7270,Tobelmühlestrasse 2,Switzerland,46.7971,9.82306,https://www.hardrockhotels.com/davos/,
/venues/4108754,Chapel Hard Rock Hotel,Davos,7270,Tobelmühlestrasse 2,Switzerland,46.7971,9.82306,http://www.songbirdfestival.ch/de/,
/venues/1971409,Kongresszentrum Davos,Davos,7270,Talstrasse 41,Switzerland,46.79759,9.82728,,
/venues/2076449,Fanzelt Beim Eisstadion,Davos,7270,Talstraße 41,Switzerland,46.79759,9.82728,,
/venues/2948593,La Coutellerie,Fribourg,,,Switzerland,46.80167,7.14557,,
/venues/2998854,Festi'Cheyres,Fribourg,,,Switzerland,46.80167,7.14557,,
/venues/2007659,le tunnel fribourg,Fribourg,,,Switzerland,46.80167,7.14557,http://www.cafeletunnel.ch/,
/venues/3083309,Excalibar Taverne,Fribourg,,,Switzerland,46.80167,7.14557,,
/venues/2951108,Cafè du Thèâtre de la Marionnette,Fribourg,,,Switzerland,46.80167,7.14557,,
/venues/2611938,La Fonderie 11,Fribourg,,,Switzerland,46.80167,7.14557,,
/venues/3725774,Montana Bar,Davos,,,Switzerland,46.80275,9.83597,,
/venues/3484754,Cava,Davos,,,Switzerland,46.80275,9.83597,,
/venues/3280219,Temple De Fribourg,Fribourg,1700,Rue de Romont,Switzerland,46.80443,7.15429,,
/venues/3623764,Eglise Evangelique-reformee,Fribourg,1700,Rue de Romont,Switzerland,46.80443,7.15429,,
/venues/2619258,Les Georges Festival,Fribourg,1700,Place Georges Python,Switzerland,46.80467,7.15637,http://www.lesgeorges.ch/fr,
/venues/3061724,Festival Brasseries Artisanales Fribourg,Fribourg,1700,Place Python,Switzerland,46.80467,7.15637,,
/venues/3591384,La Tour Vagabonde,Fribourg,,,Switzerland,46.80648,7.16197,,
/venues/96258,Place George-Python,Fribourg,1700,,Switzerland,46.80648,7.16197,,
/venues/4366026,FC Semsales,Fribourg,1623,Case postale 2,Switzerland,46.80648,7.16197,http://fcsemsales.ch/manisfestations-2013/,
/venues/3451694,Théâtre Crapouille,Fribourg,1701 Fribourg,Case postale 333,Switzerland,46.80648,7.16197,http://www.crapouille.ch/infos-generales/,
/venues/3718879,Indy Bar,St. Gallen,,,Switzerland,46.80916,9.26078,,
/venues/3466659,rockresort,St. Gallen,,,Switzerland,46.80916,9.26078,,
/venues/3766274,Indie Bar,St. Gallen,,,Switzerland,46.80916,9.26078,,
/venues/2043554,Equilibre - La Spirale,Fribourg,1700,,Switzerland,46.80978,7.16684,,
/venues/1643123,Halle Des Fetes,Fribourg,1700,,Switzerland,46.80978,7.16684,,
/venues/4338930,Bahnhof Fribourg,Fribourg,1700,,Switzerland,46.80978,7.16684,https://www.sbb.ch/,
/venues/3946419,Cyclo Café,Fribourg,1700,,Switzerland,46.80978,7.16684,,
/venues/2870063,Grand-places,Fribourg,1700,,Switzerland,46.80978,7.16684,,
/venues/1311656,Box Davos,Davos,CH-7260,Bahnhofstrasse 19,Switzerland,46.81178,9.84321,,/venues/3769164
/venues/3769164,Box,Davos,7260,Bahnhofstrasse 19,Switzerland,46.81178,9.84321,http://www.boxdavos.ch/,X
/venues/4095624,Mehrzweckanlagen Pöschen,Schwarzenburg,3150,Freiburgstrasse 100,Switzerland,46.81497,7.32612,http://www.altjahrswoche.ch,/venues/2335274
/venues/2335274,Pöschensaal,Schwarzenburg,3150,Freiburgstrasse 100,Switzerland,46.81497,7.32612,,X
/venues/2929448,Gasthaus Grünenwald,Luzern,,,Switzerland,46.81993,8.40699,,/venues/2794028
/venues/2794028,Restaurant Grünenwald,Luzern,,,Switzerland,46.81993,8.40699,,X
/venues/3515499,The Yucatan,Luzern,,,Switzerland,46.82003,8.40699,,
/venues/3141324,Gletscherspalte,Luzern,,,Switzerland,46.82003,8.40699,,
/venues/3632079,Berghotel Trübsee,Luzern,,,Switzerland,46.82003,8.40699,,
/venues/4112649,The Hide Hotel Flims,Chur,CH-7017 Flims,Via Nova 80,Switzerland,46.83376,9.28232,https://www.thehideflims.ch/en,
/venues/4297524,La Fabrica Flims,Chur,7017,Via Nova 80,Switzerland,46.83376,9.28232,https://www.lafabricaflims.ch/,
/venues/1238491,Eventhalle,Erstfeld,6472,Breiteli 22/24,Switzerland,46.8342,8.64071,,
/venues/417871,Transilvania,Erstfeld,6472,Breiteli 22/24,Switzerland,46.8342,8.64071,,
/venues/4097804,Hotel Alpina,Chur,7250,,Switzerland,46.83902,9.95884,,
/venues/4097814,Ref. Kirche St. Jakob,Chur,7250,,Switzerland,46.83902,9.95884,,
/venues/3649279,"ACP Garage Club, Giswil",Luzern,6074,"Industriestrasse 38, Giswil",Switzerland,46.84328,8.18219,http://www.lex-power.ch,
/venues/3725779,Garage Club,Bern,6074,Industriestrasse 38,Switzerland,46.84328,8.18219,http://www.lex-power.ch,
/venues/59278,Palazzo Chur,Chur,7000,Seilerbahnweg 9,Switzerland,46.84694,9.52747,http://www.palazzochur.ch,
/venues/4242244,Loucy,Chur,7000,Seilerbahnweg 9,Switzerland,46.84694,9.52747,,
/venues/3408869,Palazzo Beat Club,Chur,7007,Seilerbahnweg 7,Switzerland,46.84728,9.52713,,X
/venues/3705064,Palazzo Bowling & Beat Club,Chur,7007,Seilerbahnweg 7,Switzerland,46.84728,9.52713,,/venues/3408869
/venues/4237939,8x15 (Arcas Rock),Chur,7000,Arcas,Switzerland,46.84795,9.53171,https://www.srf.ch/play/tv/sendung/8x15-?id=c5a89422-4580-0001-4f24-1889dc30d730,/venues/4315914
/venues/4315914,Arcas,Chur,7000,Arcas,Switzerland,46.84795,9.53171,,X
/venues/1088946,Marsoel,Chur,7000,Süsswinkelgasse 25,Switzerland,46.84823,9.53384,http://www.weeklyjazz.ch,X
/venues/4347321,"Saal Marsöl, Süsswinkelgasse 25",Chur,7000,Süsswinkelgasse 25,Switzerland,46.84823,9.53384,,/venues/1088946
/venues/4379030,Marsol Die Bar,Chur,7000,Süsswinkelgasse 25,Switzerland,46.84823,9.53384,https://www.jazzchur.ch/,/venues/1088946
/venues/417891,Estivale Open Air,Estavayer-Le-Lac,,,Switzerland,46.84964,6.84506,http://www.estivale.ch/,
/venues/1028421,Place Nova Friburgo,Estavayer-Le-Lac,1470,Au Bord Du Lac,Switzerland,46.84964,6.84506,,
/venues/3139804,Toms Beer Box,Chur,7000,,Switzerland,46.85078,9.53199,http://www.toms.ch/,
/venues/178438,Safari Beat Club,Chur,,,Switzerland,46.85078,9.53199,,
/venues/3260464,Kino Apollo,Chur,,,Switzerland,46.85078,9.53199,,
/venues/3280784,Roots Bar,Chur,,,Switzerland,46.85078,9.53199,,
/venues/3333624,Felsen Bar,Chur,,,Switzerland,46.85078,9.53199,,
/venues/3172744,Calanda Spring Festival,Chur,,,Switzerland,46.85078,9.53199,https://www.facebook.com/calandaspringfestival/,
/venues/3333644,Cabinett der Visionäre,Chur,,,Switzerland,46.85078,9.53199,,
/venues/3281184,Autra Caussa Open Air Brigels,Chur,,,Switzerland,46.85078,9.53199,,
/venues/2148719,Bahnhofbuffet,Dudingen,3186,Bahnhofplatz 2,Switzerland,46.85099,7.19058,,
/venues/1994794,Hotel Bahnhof,Dudingen,3186,Bahnhofplatz 2,Switzerland,46.85099,7.19058,,
/venues/2560829,Churerfest,Chur,7000,,Switzerland,46.85726,9.52673,,
/venues/2672388,Klibühni (langer Samstag),Chur,7000,Kirchgasse 14,Switzerland,46.85726,9.52673,,
/venues/2853883,Ds Jugi vu Khur,Chur,7000,,Switzerland,46.85726,9.52673,http://www.dsjugivukhur.ch/,
/venues/2451849,"Jungwachtheim, Bad Ragaz",Chur,,Alpenstrasse,Switzerland,46.85726,9.52673,,
/venues/3408609,A Burning Man,Bern,,,Switzerland,46.87468,7.56275,,
/venues/3592144,Flmnächte Münsingen,Bern,,,Switzerland,46.87468,7.56275,http://www.filmnaechte.ch/fn2017/,
/venues/3671239,Keller Kultur,Bern,,,Switzerland,46.87468,7.56275,,
/venues/2917948,El Cannario,Bern,,,Switzerland,46.87965,7.62115,,
/venues/2440234,Chäsi Gyssenstein,Bern,,,Switzerland,46.87965,7.62115,,
/venues/1675408,Tonart Festival,Luzern,,,Switzerland,46.88213,8.64284,http://www.tonartfestival.ch,
/venues/4011269,Gurtnellen,Luzern,,Gurtnellen,Switzerland,46.88213,8.64284,,
/venues/3306119,Greinergässli,Luzern,,,Switzerland,46.88213,8.64284,,
/venues/923131,Gurtenfestival,Bern,3000,Gurten,Switzerland,46.9173,7.44348,,/venues/46069
/venues/46069,Gurten Festival,Bern,3000,Gurten,Switzerland,46.9173,7.44348,https://gurtenfestival.ch,X
