genre_id,genre_name,parent_genre_id,parent_genre_name,everynoise_id,discogs_genre_name,discogs_style_name
Q483251,death metal,Q38848,heavy metal,deathmetal,,death+metal
Q1164252,death rock,Q3071,punk rock,deathrock,,deathrock
Q1164252,death rock,Q485395,gothic rock,deathrock,,deathrock
Q1164252,death rock,Q598929,post-punk,deathrock,,deathrock
Q2089511,death-doom,Q38848,heavy metal,deathdoom,,
Q475221,deathcore,Q183862,metalcore,deathcore,,deathcore
Q475221,deathcore,Q483251,death metal,deathcore,,deathcore
Q12629666,deathcore,Q388906,hardcore techno,,,
Q888612,deathgrind,Q188534,grindcore,deathgrind,,
Q888612,deathgrind,Q483251,death metal,deathgrind,,
Q11320601,deathrash,Q465978,extreme metal,deathrash,,
Q11320601,deathrash,Q483251,death metal,deathrash,,
Q11320601,deathrash,Q483352,thrash metal,deathrash,,
Q106528420,deathstep,Q20903,brostep,deathstep,,
Q96376113,deconstructed club,Q9778,electronic music,deconstructedclub,,
Q96376113,deconstructed club,Q1640319,experimental music,deconstructedclub,,
Q98528252,deejay,Q9794,reggae,,,
Q1182371,deep funk,Q164444,funk,deepfunk,,
Q105637114,deep funk revival,Q850412,contemporary R&B,,,
Q874038,deep house,Q20502,house music,deephouse,,deep+house
Q96376126,Deep Soul,Q1567032,Southern soul,,,
Q106521662,deep techno,Q170611,techno,deeptechno,,deep+techno
Q3021144,deepkho,,,,,
Q1127539,Delta blues,Q9759,blues,deltablues,,delta+blues
Q1127539,Delta blues,Q649823,country blues,deltablues,,delta+blues
Q16491869,Dembow,Q373342,popular music,dembow,,
Q85867330,dembow dominicano,,,,,
Q5256877,Dene music,,,,,
Q108297227,dennery segment,Q1051735,soca music,,,
Q108297227,dennery segment,Q107025062,French Caribbean music,,,
Q11660484,denpa song,Q131578,J-pop,,,
Q11660484,denpa song,Q10846275,Akiba-pop,,,
Q16130554,depression songs,Q2738544,Mizrahi music,,,
Q28949059,depressive black metal,,,depressiveblackmetal,,depressive+black+metal
Q1191923,depro-punk,,,,,
Q4193824,der song,,,,,
Q85867352,desamor,Q54329757,Latin trap,,,
Q577996,descant,Q163775,medieval music,,,
Q28219760,descarga,Q1544863,music of Cuba,,,descarga
Q7800608,desert blues,Q9759,blues,desertblues,,
Q7800608,desert blues,Q98530850,Tuareg music,desertblues,,
Q10265571,desgarrada,,,,,
Q5264196,Desi hip hop,,,desihiphop,,
Q648311,Detroit blues,Q9759,blues,,,
Q648311,Detroit blues,Q2267955,music of the United States,,,
Q108610706,detroit house,Q20502,house music,detroithouse,,
Q904500,Detroit rock,Q11399,rock music,detroitrock,,
Q904500,Detroit rock,Q3328634,music of Detroit,detroitrock,,
Q526463,Detroit techno,Q170611,techno,detroittechno,,
Q106839650,Detroit trap,Q2913982,trap music,detroittrap,,
Q16029081,Deuda song,,,,,
Q16960459,Dhaanto,Q201022,folk dance,,,
Q16960459,Dhaanto,Q6942277,music of Somalia,,,
Q5268810,Dhamail,Q201022,folk dance,,,
Q5268810,Dhamail,Q3328593,music of Bangladesh,,,
Q59158,dhrupad,Q1770695,Hindustani classical music,dhrupad,,
Q17051846,Dhumpa sangita,Q4384751,folk culture,,,
Q5269880,Dhun,Q1770695,Hindustani classical music,,,
Q1217862,Die anderen Bands,,,,,
Q107515261,digicore,Q11401,hip hop music,glitchcore,,
Q108297228,digital cumbia,Q723418,cumbia,,,
Q108297228,digital cumbia,Q851213,electronic dance music,,,
Q108297228,digital cumbia,Q98528166,Latin electronic,,,
Q108297229,digital dancehall,Q9794,reggae,,,
Q108297229,digital dancehall,Q474027,dancehall,,,
Q56580,digital hardcore,,,digitalhardcore,,
Q5276393,Dihanaam,,,,,
Q5276535,Dikir barat,,,,,
Q15931253,dimotiko,Q12876995,Greek folk music,,,
Q10948524,Dingxian music,,,,,
Q3246270,dirge,Q7366,song,,,
Q3246270,dirge,Q1229479,lamentation,,,
Q5281127,dirty blues,Q106878019,early acoustic blues,,,
Q3709211,dirty rap,Q11401,hip hop music,,,
Q8560269,dirty south,Q11401,hip hop music,dirtysouthrap,,
Q17104891,Discant,Q163775,medieval music,,,
Q58339,disco,Q316930,dance music,disco,,disco
Q360596,disco house,Q20502,house music,discohouse,,
Q1185390,disco polo,Q211756,dance-pop,discopolo,,disco+polo
Q3029796,disco-funk,Q58339,disco,,,
Q3029796,disco-funk,Q164444,funk,,,
Q28102012,disco-pop,Q37073,pop music,,,
Q28102012,disco-pop,Q58339,disco,,,
Q98804240,disk drive music,Q9778,electronic music,,,
Q98804240,disk drive music,Q726239,noise music,,,
Q262533,dithyramb,Q61722014,eulogy,,,
Q262533,dithyramb,Q64137792,religious vocal music,,,
Q3032212,diva house,Q20502,house music,divahouse,,
Q647653,divertimento,Q207628,musical composition,,,
Q20726225,diwan,,,,,
Q906647,Dixieland,Q8341,jazz,dixieland,,dixieland
Q108297231,djanba,Q2340395,indigenous Australian music,,,
Q2532560,djent,Q38848,heavy metal,djent,,
Q86729224,Dobrado,,,,,
Q25620807,dohori,Q943929,traditional folk song,,,
Q25620807,dohori,Q3328735,music of Nepal,,,
Q25620807,dohori,Q106635234,Asian folk music,,,
Q2138543,Doina,Q943929,traditional folk song,,,
Q2138543,Doina,Q12736123,Romanian folk music,,,
Q1046920,Dōjin music,Q22669665,dōjin work,doujin,,
Q60463676,dolewave,,,,,
Q5768028,Dominican hip hop,Q11401,hip hop music,rapdominicano,,
Q5768028,Dominican hip hop,Q6942370,music of the Dominican Republic,rapdominicano,,
Q5290881,Dominican rock,Q11399,rock music,rockdominicano,,
Q5290881,Dominican rock,Q6942370,music of the Dominican Republic,rockdominicano,,
Q5295546,dondang sayang,,,,,
Q5295946,dongjing,Q15926105,ancient Naxi music,,,
Q5295946,dongjing,Q106634987,Chinese classical music,,,
Q8770312,Donosti sound,Q842324,indie pop,,,
Q546359,doo-wop,Q45981,rhythm and blues,doowop,,doo+wop
Q546359,doo-wop,Q120544,vocal group,doowop,,doo+wop
Q186170,doom metal,Q38848,heavy metal,doommetal,,doom+metal
Q186170,doom metal,Q193355,blues rock,doommetal,,doom+metal
Q186170,doom metal,Q236932,acid rock,doommetal,,doom+metal
Q1242484,doomcore,Q388906,hardcore techno,doomcore,,doomcore
Q108297232,doskpop,Q851213,electronic dance music,,,
Q108297232,doskpop,Q106423092,sequencer and tracker music,,,
Q28342195,downer metal,Q38848,heavy metal,,,
Q251192,downtempo,Q9778,electronic music,downtempo,,downtempo
Q5303621,Downtown music,Q420965,music of New York City,,,
Q5303621,Downtown music,Q2267955,music of the United States,,,
Q1255689,drame lyrique,Q1344,opera,,,
Q1255726,dramma giocoso,Q1344,opera,,,
Q1255726,dramma giocoso,Q859369,comedy-drama,,,
Q56342439,dream house,,,,,
Q5814219,Dream metal,Q38848,heavy metal,,,
Q592330,dream pop,Q11366,alternative rock,dreampop,,dream+pop
Q1339027,dream trance,Q170435,trance,dreamtrance,,
Q106583068,dreampunk,Q15733887,vaporwave,dreampunk,,
Q3039303,dreck-electro,,,,,
Q15697534,drill,Q11401,hip hop music,drill,,
Q15697534,drill,Q2913982,trap music,drill,,
Q1259016,drill and bass,Q188994,drum and bass,drillandbass,,
Q1259016,drill and bass,Q660984,intelligent dance music,drillandbass,,
Q2165184,drinking song,Q7366,song,,,
Q650316,drone,Q9778,electronic music,drone,,drone
Q650316,drone,Q1640319,experimental music,drone,,drone
Q28346247,drone doom,,,,,
Q1433387,drone metal,Q38848,heavy metal,dronemetal,,
Q1433387,drone metal,Q186170,doom metal,dronemetal,,
Q1433387,drone metal,Q650316,drone,dronemetal,,
Q188994,drum and bass,Q9778,electronic music,drumandbass,,drum+n+bass
Q188994,drum and bass,Q851213,electronic dance music,drumandbass,,drum+n+bass
Q2121992,drumfunk,Q188994,drum and bass,drumfunk,,
Q24876318,drumstep,Q106130091,post-dubstep,,,
Q212688,dub music,Q9778,electronic music,dub,,dub
Q212688,dub music,Q9794,reggae,dub,,dub
Q1113204,dub poetry,Q482,poetry,dubpoetry,,dub+poetry
Q1113204,dub poetry,Q1299260,roots reggae,dubpoetry,,dub+poetry
Q1113204,dub poetry,Q7168247,performance poetry,dubpoetry,,dub+poetry
Q1262781,dub techno,Q170611,techno,dubtechno,,dub+techno
Q1262781,dub techno,Q212688,dub music,dubtechno,,dub+techno
Q1262781,dub techno,Q1430587,minimal techno,dubtechno,,dub+techno
Q20474,dubstep,Q851213,electronic dance music,dubstep,,dubstep
Q20474,dubstep,Q1165777,UK garage,dubstep,,dubstep
Q18450200,dubstep reggae,,,,,
Q2428625,dubstyle,,,,,
Q2478478,dubtronica,Q9778,electronic music,,,
Q2478478,dubtronica,Q212688,dub music,,,
Q11835427,dudácká muzika,Q235858,traditional folk music,,,
Q11835427,dudácká muzika,Q2981079,music of the Czech Republic,,,
Q2583965,Duma,Q36192,folklore,,,
Q1265067,Dumka,,,,,
Q21655967,dump,,,,,
Q267287,Dunedin sound,Q183504,indie rock,dunedinsound,,
Q48971892,dungeon synth,Q9778,electronic music,dungeonsynth,,dungeon+synth
Q907799,Duranguense,Q7309098,regional Mexican,duranguense,,
Q5839118,Düsseldorf school,,,,,
Q5320459,Düsseldorf School of electronic music,,,dusseldorfelectronic,,
Q108297233,Dutch cabaret,Q1370345,musical theater,dutchcabaret,,
Q108297233,Dutch cabaret,Q5151495,comedy music,dutchcabaret,,
Q2299227,Dutch folk music,Q377185,music of the Netherlands,dutchfolk,,
Q2299227,Dutch folk music,Q98528192,European folk music,dutchfolk,,
Q1973965,Dutch hip hop music,Q11401,hip hop music,dutchhiphop,,
Q1973965,Dutch hip hop music,Q377185,music of the Netherlands,dutchhiphop,,
Q1228230,Dutch house,Q627906,electro house,dutchhouse,,
Q2558340,Dutch jazz,Q8341,jazz,dutchjazz,,
Q2558340,Dutch jazz,Q377185,music of the Netherlands,dutchjazz,,
Q2101808,Dutch punk,,,dutchpunk,,
Q3437864,Dutch rock,Q11399,rock music,dutchrock,,
Q3437864,Dutch rock,Q377185,music of the Netherlands,dutchrock,,
Q2668052,Dutch-language music,Q373342,popular music,,,
Q106878019,early acoustic blues,Q9759,blues,,,
Q2884829,early baroque music,,,,,
Q15357587,early dancehall,Q9794,reggae,,,
Q724755,early hardcore,Q388906,hardcore techno,,,
Q724755,early hardcore,Q820049,gabber,,,
Q2611143,early hardstyle,Q223840,hardstyle,,,
Q436016,early music,Q1583807,art music,earlymusic,,early
Q2296521,Early Norwegian black metal scene,,,,,
Q15357632,Early ragga,,,,,
Q1277532,early reggae,,,earlyreggae,,
Q106586249,East Asian classical music,Q1583807,art music,,,
Q106586249,East Asian classical music,Q106586251,music of East Asia,,,
Q15614479,East Asian court ceremonial music,Q525073,music of Asia,,,
Q15614479,East Asian court ceremonial music,Q108612178,traditional classical music,,,
Q106586250,East Asian folk music,Q106586251,music of East Asia,,,
Q106586250,East Asian folk music,Q106635234,Asian folk music,,,
Q105044420,East Bay Grease,,,,,
Q2746494,East Coast blues,,,,,east+coast+blues
Q107091813,East Coast club,Q106576141,ghetto club,,,
Q876171,East Coast hip hop,Q11401,hip hop music,eastcoasthiphop,,
Q2118393,East Germany punk,Q19116554,youth subculture,,,
Q107033632,Easter music,Q107033384,holiday music,,,
Q4376204,Eastern Orthodox liturgical music,Q8812109,church music,,,
Q848399,easy listening,Q37073,pop music,easylistening,,easy+listening
Q3046632,easycore,Q487914,pop punk,easycore,,
Q5332963,Eclecticism in music,,,,,
Q98528206,ECM style jazz,Q8341,jazz,ecmstylejazz,,
Q5334415,Ecuadorian rock,Q11399,rock music,,,
Q5334415,Ecuadorian rock,Q6942068,music of Ecuador,,,
Q105962378,Edo funk,,,,,
Q5341293,educational music,Q26897135,functional music,,,
Q5347034,Eefing,,,,,
Q2477237,Egerland music,Q235858,traditional folk music,,,
Q2477237,Egerland music,Q2981079,music of the Czech Republic,,,
Q5348475,Egyptian hip hop,Q11401,hip hop music,egyptianhiphop,,
Q5348475,Egyptian hip hop,Q18129813,music of Egypt,egyptianhiphop,,
Q8774180,El vito,Q201022,folk dance,,,
Q640097,electric blues,Q9759,blues,electricblues,,electric+blues
Q640097,electric blues,Q1515757,jump blues,electricblues,,electric+blues
Q98528142,electric Texas blues,Q640097,electric blues,,,
Q217597,electro,Q851213,electronic dance music,electro,,electro
Q15957030,electro,,,,,
Q11696530,electro deathcore,,,,,
Q1325963,electro funk,Q164444,funk,,,
Q784310,electro hop,Q11401,hip hop music,,,
Q784310,electro hop,Q188450,electropop,,,
Q627906,electro house,Q20502,house music,electrohouse,,electro+house
Q19358266,electro latino,Q851213,electronic dance music,electrolatino,,
Q19358266,electro latino,Q98528166,Latin electronic,electrolatino,,
Q602561,electro swing,Q851213,electronic dance music,electroswing,,electro+swing
Q11877639,electro trance,Q170435,trance,,,
Q3050572,Electro urban,,,,,
Q106547219,electro-axé,,,,,
Q98528149,electro-disco,Q58339,disco,,,
Q98528149,electro-disco,Q851213,electronic dance music,,,
Q107486984,electro-folk,Q9778,electronic music,,,
Q107486984,electro-folk,Q43343,folk music,,,
Q1403744,electro-industrial,Q9778,electronic music,electroindustrial,,
Q1403744,electro-industrial,Q372103,electronic body music,electroindustrial,,
Q1403744,electro-industrial,Q487965,industrial music,electroindustrial,,
Q105672644,electro-jazz,Q170611,techno,,,
Q105672644,electro-jazz,Q944465,jazz rock,,,
Q66686936,electro-orchestral music,,,,,
Q3587612,electroacoustic improvisation,Q592060,free improvisation,electroacousticimprovisation,,
Q3587612,electroacoustic improvisation,Q1326777,electroacoustic music,electroacousticimprovisation,,
Q1326777,electroacoustic music,Q9778,electronic music,,,electroacoustic
Q1326777,electroacoustic music,Q612024,contemporary classical music,,,electroacoustic
Q1326777,electroacoustic music,Q1640319,experimental music,,,electroacoustic
Q861823,electroclash,Q851213,electronic dance music,electroclash,,electroclash
Q4059163,electronic art music,Q9778,electronic music,,,
Q4059163,electronic art music,Q1583807,art music,,,
Q372103,electronic body music,Q487965,industrial music,ebm,,ebm
Q372103,electronic body music,Q851213,electronic dance music,ebm,,ebm
Q851213,electronic dance music,Q9778,electronic music,edm,,
Q851213,electronic dance music,Q316930,dance music,edm,,
Q10283582,electronic forró,Q586110,forró,,,
Q9778,electronic music,Q638,music,,electronic,
Q325504,electronic rock,Q9778,electronic music,electronicrock,,
Q325504,electronic rock,Q11399,rock music,electronicrock,,
Q817138,electronica,Q9778,electronic music,electronica,,
Q2084353,electronicore,Q377910,post-hardcore,electronicore,,
Q188450,electropop,Q9778,electronic music,electropop,,
Q188450,electropop,Q37073,pop music,electropop,,
Q65937829,Electropunk,Q3071,punk rock,,,
Q65937829,Electropunk,Q217597,electro,,,
Q362515,electrotango,Q1632601,nuevo tango,,,
Q362515,electrotango,Q14390274,tango music,,,
Q362515,electrotango,Q98528166,Latin electronic,,,
Q106286879,elegy,,,,,
Q108297234,eleki,Q257533,music of Japan,,,
Q108297234,eleki,Q106581470,surf rock,,,
Q106544624,eletrobrega,,,,,
Q1432201,elevator music,Q1353390,background music,,,
Q1335045,embolada,Q502448,coco,,,
Q3328790,emerging music,,,,,
Q10926,emo,Q11399,rock music,emo,,emo
Q10926,emo,Q264965,subculture,emo,,emo
Q10926,emo,Q377910,post-hardcore,emo,,emo
Q3724735,emo pop,Q10926,emo,,,
Q3724735,emo pop,Q11366,alternative rock,,,
Q42377959,emo rap,Q10926,emo,emorap,,
Q42377959,emo rap,Q11401,hip hop music,emorap,,
Q42377959,emo rap,Q20378,alternative metal,emorap,,
Q42377959,emo rap,Q3930216,rapcore,emorap,,
Q48770364,emo revival,,,,,
Q60199541,emo rock,,,,,
Q106440193,emo trap,,,,,
Q9253748,emo violence,Q11363,screamo,emoviolence,,
Q9253748,emo violence,Q1784106,powerviolence,emoviolence,,
Q89423564,emocore,Q10926,emo,emocore,,
Q3724778,emotional hardcore,Q10922,hardcore punk,,,
Q989478,empfindsamkeit,,,,,
Q1771297,English folk music,Q268673,music of the United Kingdom,,,
Q1771297,English folk music,Q98528192,European folk music,,,
Q873478,enka,,,enka,,enka
Q448738,Ensalada,,,,,
Q108297236,entechna laika,Q2087267,laïko,,,
Q108297236,entechna laika,Q53806314,éntekhno,,,
Q53806314,éntekhno,Q1465419,music of Greece,entehno,,Éntekhno
Q53806314,éntekhno,Q3211884,music of the Balkans,entehno,,Éntekhno
Q108297235,epic collage,Q9778,electronic music,,,
Q108297235,epic collage,Q936942,post-industrial music,,,
Q108297235,epic collage,Q1744304,sound collage,,,
Q5834708,epic doom metal,Q186170,doom metal,epicdoom,,
Q5834708,epic doom metal,Q1902656,epic heavy metal,epicdoom,,
Q1902656,epic heavy metal,Q38848,heavy metal,,,
Q11696996,epic house,Q20502,house music,,,
Q3726825,epic metal,Q38848,heavy metal,,,
Q24189851,epic music,Q106594706,cinematic classical,,,
Q1236108,epinikion,Q7366,song,,,
Q5384765,Er ren zhuan,Q194326,juggling,,,
Q5384765,Er ren zhuan,Q201022,folk dance,,,
Q5384765,Er ren zhuan,Q7273050,Quyi,,,
Q28196971,erotic-patriotic,,,,,
Q1368139,Esperanto music,Q205049,world music,,,
Q1368139,Esperanto music,Q979529,Esperanto culture,,,
Q1369726,estampie,Q11639,dance,,,
Q12542391,Estirtu,Q25513043,Kazakh folk music,,,
Q16408598,Estonian folk music,Q3110519,music of Estonia,estonianfolk,,
Q16408598,Estonian folk music,Q107686154,Balto-Finnic folk music,estonianfolk,,
Q3437834,Estonian rock,Q11399,rock music,estonianrock,,
Q3437834,Estonian rock,Q3110519,music of Estonia,estonianrock,,
Q2472420,estrada,Q184485,performing arts,,,
Q2472420,estrada,Q373342,popular music,,,
Q284543,ethereal wave,Q485395,gothic rock,etherealwave,,ethereal
Q284543,ethereal wave,Q3840596,dark wave,etherealwave,,ethereal
Q3591962,Ethio-jazz,Q8341,jazz,ethiojazz,,
Q3591962,Ethio-jazz,Q369820,music of Africa,ethiojazz,,
Q30324607,Ethiopian chant,Q856713,Christian hymn,,,
Q30324607,Ethiopian chant,Q23072435,chant,,,
Q108297237,Ethiopian church music,Q935586,liturgical music,,,
Q108297237,Ethiopian church music,Q2917508,music of Ethiopia,,,
Q2549052,ethnic electronica,Q9778,electronic music,ethnotronica,,
Q3570024,ethnic music,,,,,
Q64055364,ethnic pop,Q37073,pop music,,,ethno-pop
Q64441232,ethnic rock,Q11399,rock music,,,
Q1371364,ethno jazz,Q8341,jazz,,,
Q25539725,ethno metal,Q12326776,metal music,,,
Q108297238,euphoric hardstyle,Q223840,hardstyle,euphorichardstyle,,
Q848852,Eurobeat,Q9778,electronic music,eurobeat,,eurobeat
Q216961,Eurodance,Q851213,electronic dance music,eurodance,,eurodance
Q1374731,Eurodisco,Q58339,disco,,,euro-disco
Q30917612,Eurohouse,Q20502,house music,,,euro+house
Q98528192,European folk music,Q235858,traditional folk music,,,
Q98528192,European folk music,Q3328676,music of Europe,,,
Q5413514,European free jazz,Q211781,free jazz,,,
Q5413526,European hip hop,Q11401,hip hop music,,,
Q5413526,European hip hop,Q3328676,music of Europe,,,
Q2579417,European jazz,Q8341,jazz,,,
Q2579417,European jazz,Q3328676,music of Europe,,,
Q517415,Europop,Q37073,pop music,europop,,europop
Q517415,Europop,Q373342,popular music,europop,,europop
Q890887,Eurotrance,Q170435,trance,,,
Q12257561,euskal kantagintza berria,,,,,
Q5418947,Ewe music,,,,,
Q12310787,ex-tempo,,,,,
Q106590023,Execution ballad,,,,,
Q916387,exotica,,,exotica,,
Q98528203,experimental big band,Q207378,big band,experimentalbigband,,
Q98528203,experimental big band,Q790188,avant-garde jazz,experimentalbigband,,
Q3736049,experimental dub,Q212688,dub music,experimentaldub,,
Q105763581,experimental electronic,Q9778,electronic music,experimentalelectronic,,abstract
Q5421158,experimental hip hop,Q11401,hip hop music,hiphopexperimental,,
Q5421158,experimental hip hop,Q1640319,experimental music,hiphopexperimental,,
Q5421158,experimental hip hop,Q11401,hip hop music,experimentalhiphop,,
Q5421158,experimental hip hop,Q1640319,experimental music,experimentalhiphop,,
Q1640319,experimental music,Q638,music,experimental,,experimental
Q1640319,experimental music,Q2355696,experimental art,experimental,,experimental
Q25094591,experimental pop,Q37073,pop music,experimentalpop,,
Q1641839,experimental rock,Q11399,rock music,experimentalrock,,
Q1641839,experimental rock,Q1640319,experimental music,experimentalrock,,
Q105636937,experimental techno,Q170611,techno,experimentaltechno,,
Q613707,expressionist music,Q65937946,modern classical,,,
Q5421790,Extempo,Q752785,calypso music,,,
Q3062629,Extratone,Q848457,Speedcore,,,
Q465978,extreme metal,Q38848,heavy metal,,,
Q185676,fado,Q106556293,Portuguese folk music,fado,,fado
Q5431633,Falak music,,,,,
Q5433431,Famo,,,,,
Q1130969,fandango,Q201022,folk dance,,,
Q25413973,Fandango (Colombia),Q1130969,fandango,,,
Q638569,fanfare,Q207628,musical composition,,,
Q836571,fantasia,Q207628,musical composition,,,
Q6016474,Fantezi,,,,,
Q108297239,Faroese folk music,Q6942371,music of the Faroe Islands,faroesefolk,,
Q108297239,Faroese folk music,Q7050752,Nordic folk music,faroesefolk,,
Q5437134,Fasıl,Q9730,Western classical music,,,
Q1516324,fast polka,Q153071,polka,,,
Q1328468,fauxbourdon,,,,,
Q1398916,Favola,Q37073,pop music,,,
Q5442427,Fell,,,,,
Q12714622,fenta,Q4585173,gangar,,,
Q2259405,Fescennine Verses,Q2544997,bawdy song,,,
Q5445668,festejo,,,,,
Q106634944,festival progressive house,Q20502,house music,,,
Q2365784,Fidget house,Q20502,house music,fidgethouse,,
Q896981,field holler,Q502658,work song,,,
Q5447390,fife and drum blues,,,fifeanddrum,,
Q261434,fight song,Q7366,song,,,
Q5393053,Filin,Q1544863,music of Cuba,,,
Q5393053,Filin,Q15830404,bolero,,,
Q1414130,filk,Q43343,folk music,,,filk
Q1414130,filk,Q3085171,science fiction fandom,,,filk
Q1414130,filk,Q19678100,nerd music,,,filk
Q492264,film score,Q107021951,score,,,
Q544440,filmi music,Q531426,music of India,filmi,,
Q544440,filmi music,Q107736421,soundtrack,filmi,,
Q5449125,Filmi pop,,,,,
Q5449126,Filmi qawwali,Q492264,film score,,,
Q5449126,Filmi qawwali,Q512410,Qawwali,,,
Q5449126,Filmi qawwali,Q1770695,Hindustani classical music,,,
Q5449121,Filmi-ghazal,Q281111,ghazal,,,
Q5449121,Filmi-ghazal,Q492264,film score,,,
Q108631385,final music,Q215911,serenade,,,
Q27103155,Finnish classical music,Q9730,Western classical music,finnishclassical,,
Q11894761,Finnish folk music,Q1417976,music of Finland,finnishfolk,,
Q11894761,Finnish folk music,Q7050752,Nordic folk music,finnishfolk,,
Q11894761,Finnish folk music,Q107686154,Balto-Finnic folk music,finnishfolk,,
Q28721502,Finnish grime,Q1166726,grime,,,
Q3785730,Finnish hip hop,Q11401,hip hop music,finnishhiphop,,
Q3785730,Finnish hip hop,Q1417976,music of Finland,finnishhiphop,,
Q3785730,Finnish hip hop,Q1417976,music of Finland,suomirap,,
Q3785730,Finnish hip hop,Q11401,hip hop music,suomirap,,
Q2988851,Finnish rock,Q11399,rock music,,,
Q2988851,Finnish rock,Q1417976,music of Finland,,,
Q1762761,Finnish tango,Q338450,tango,finnishtango,,
Q20438522,Fizeșu Gherlii folk music,Q722989,Hungarian folk music,,,
Q22947471,fkirettes,,,,,
Q9764,flamenco,Q201022,folk dance,flamenco,,flamenco
Q9764,flamenco,Q18345375,Latin music,flamenco,,flamenco
Q9764,flamenco,Q98528259,Spanish folk music,flamenco,,flamenco
Q9764,flamenco,Q201022,folk dance,canteflamenco,,flamenco
Q9764,flamenco,Q18345375,Latin music,canteflamenco,,flamenco
Q9764,flamenco,Q98528259,Spanish folk music,canteflamenco,,flamenco
Q9260728,Flamenco chill,,,,,
Q1426909,Flamenco jazz,,,,,
Q108297241,flamenco pop,Q37073,pop music,,,
Q108297241,flamenco pop,Q964987,music of Spain,,,
Q6110311,flamenco rock,Q49451,progressive rock,rockandaluz,,
Q6110311,flamenco rock,Q2742742,music of Andalusia,rockandaluz,,
Q108297242,flashcore,Q9778,electronic music,,,
Q106561159,Flemish folk music,Q3328678,Flemish music,flemishfolk,,
Q106561159,Flemish folk music,Q98528192,European folk music,flemishfolk,,
Q3328678,Flemish music,Q2587471,music of Belgium,,,
Q108297243,flex dance music,Q474027,dancehall,,,
Q108297243,flex dance music,Q851213,electronic dance music,,,
Q1429121,Flogger,,,,,
Q2396639,Florida breaks,,,,,
Q1430045,Florida death metal,,,,,
Q107564787,Florida death metal,Q38848,heavy metal,floridadeathmetal,,
Q106424145,FM synthesis,Q1062702,video game music,,,
Q106424145,FM synthesis,Q106422444,bit music,,,
Q16303306,Folk & Roll,,,,,
Q5863486,folk and roll,,,,,
Q5464445,folk baroque,Q43343,folk music,,,
Q5464445,folk baroque,Q1140333,fingerstyle guitar,,,
Q5464445,folk baroque,Q1771297,English folk music,,,
Q20104443,folk català,Q43343,folk music,,,
Q5464464,folk jazz,Q8341,jazz,,,
Q5464464,folk jazz,Q43343,folk music,,,
Q484179,folk metal,Q38848,heavy metal,folkmetal,,folk+metal
Q43343,folk music,Q638,music,folk,"folk,+world,+&+country",folk
Q1425661,folk punk,Q3071,punk rock,folkpunk,,
Q1425661,folk punk,Q43343,folk music,folkpunk,,
Q98528179,folk revival,Q43343,folk music,,,
Q5464476,folk rhythm,,,,,
Q186472,folk rock,Q11399,rock music,folkrock,,folk+rock
Q186472,folk rock,Q43343,folk music,folkrock,,folk+rock
Q104733809,folk-polo,,,,,
Q11700058,folk-pop,Q37073,pop music,folkpop,,
Q11700058,folk-pop,Q286080,acoustic music,folkpop,,
Q11700058,folk-pop,Q106298881,contemporary folk music,folkpop,,
Q11700058,folk-pop,Q37073,pop music,popfolk,,
Q11700058,folk-pop,Q286080,acoustic music,popfolk,,
Q11700058,folk-pop,Q106298881,contemporary folk music,popfolk,,
Q76825003,"folk, world and country",,,,,
Q17053024,folkhop,Q854844,Bhangra,,,
Q1435509,folktronica,Q817138,electronica,folktronica,,
Q13018408,fon leb,Q201022,folk dance,,,
Q13018408,fon leb,Q13025600,Thai classical music,,,
Q13018408,fon leb,Q106928658,Thai folk music,,,
Q98528237,Fon music,Q6942329,music of West Africa,,,
Q5466607,footwork,Q851213,electronic dance music,footwork,,footwork
Q5466607,footwork,Q96740854,bass music,footwork,,footwork
Q586110,forró,Q316930,dance music,forro,,forró
Q586110,forró,Q899215,music of Brazil,forro,,forró
Q10283583,forró pé de serra,,,forrotradicional,,
Q10283584,forró universitário,Q586110,forró,,,
Q10283571,forrocore,,,,,
Q5477103,Foxcore,,,,,
Q57392588,foxtrot,Q373342,popular music,,,
Q3752342,frat rock,Q211573,garage rock,,,
Q2404568,freak folk,Q43343,folk music,freakfolk,,
Q2404568,freak folk,Q1500364,psychedelic folk,freakfolk,,
Q5487269,freak metal,Q38848,heavy metal,,,
Q2607836,freakbeat,Q211573,garage rock,freakbeat,,
Q2607836,freakbeat,Q546264,beat music,freakbeat,,
Q98528183,free folk,Q1500364,psychedelic folk,freefolk,,
Q5500244,Free funk,,,,,free+funk
Q592060,free improvisation,Q8341,jazz,freeimprovisation,,free+improvisation
Q592060,free improvisation,Q1640319,experimental music,freeimprovisation,,free+improvisation
Q211781,free jazz,Q790188,avant-garde jazz,freejazz,,free+jazz
Q2420402,free rock,Q11399,rock music,,,
Q2420402,free rock,Q211781,free jazz,,,
Q5658489,free step,Q1061584,street dance,,,
Q1524033,Free tekno,Q170611,techno,,,
Q2181965,freeform hardcore,,,,,
Q106594523,freestyle,Q211756,dance-pop,freestyle,,freestyle
Q106594523,freestyle,Q851213,electronic dance music,freestyle,,freestyle
Q384181,freestyle rap,Q6010,rap,,,
Q3328590,French baroque music,Q8361,baroque music,frenchbaroque,,
Q2907334,French blues,Q9759,blues,,,
