,genre_id,genre_name,genre_name_edited,top_genre_id,top_genre_name,unique_top_genre,everynoise_id,everynoise_name,discogs_genre_name,discogs_style_name
78,Q384064,african gospel,african gospel,Q205049,world music,0.0,africangospel,african gospel,,
79,Q384064,african gospel,african gospel,Q26897135,functional music,0.0,africangospel,african gospel,,
80,Q17510016,african heavy metal,african heavy metal,Q11399,rock music,0.0,,,,
81,Q17510016,african heavy metal,african heavy metal,Q205049,world music,0.0,,,,
82,Q387236,african hip hop,african hip hop,Q11401,hip hop music,0.0,,,,
83,Q387236,african hip hop,african hip hop,Q205049,world music,0.0,,,,
84,Q6168369,african jazz,african jazz,Q8341,jazz,0.0,,,,
85,Q6168369,african jazz,african jazz,Q205049,world music,0.0,,,,
86,Q972634,african popular music,african popular,Q205049,world music,0.0,afropop,afropop,,
87,Q4690039,african reggae,african reggae,Q572717,music of jamaica,0.0,africanreggae,african reggae,,
88,Q388207,african-american music,african american,Q205049,world music,0.0,,,,
89,Q25339858,afro,afro,Q25339858,afro,1.0,,,,
90,Q4690168,afro-caribbean music,afro caribbean,Q4690168,afro-caribbean music,1.0,,,,
91,Q3163340,afro-cuban jazz,afro cuban jazz,Q8341,jazz,0.0,,,,afro-cuban jazz
92,Q3163340,afro-cuban jazz,afro cuban jazz,Q205049,world music,0.0,,,,afro-cuban jazz
93,Q106641536,afro-funk,afro funk,Q205049,world music,0.0,afrofunk,afro-funk,,
94,Q106641536,afro-funk,afro funk,Q164444,funk,0.0,afrofunk,afro-funk,,
95,Q106641536,afro-funk,afro funk,Q45981,rhythm and blues,0.0,afrofunk,afro-funk,,
96,Q388100,afro-house,afro house,Q316930,dance music,0.0,afrohouse,afro house,,
97,Q388100,afro-house,afro house,Q9778,electronic music,0.0,afrohouse,afro house,,
98,Q16993565,afro-peruvian music,afro peruvian,Q16993565,afro-peruvian music,1.0,musicaafroperuana,musica afroperuana,,
99,Q2621049,afro-punk,afro punk,Q2621049,afro-punk,1.0,,,,
100,Q3606268,afro-rock,afro rock,Q11399,rock music,0.0,,,,
101,Q3606268,afro-rock,afro rock,Q205049,world music,0.0,,,,
102,Q16024685,afro-soul,afro soul,Q45981,rhythm and blues,0.0,afrosoul,afro soul,,
103,Q16024685,afro-soul,afro soul,Q131272,soul music,0.0,afrosoul,afro soul,,
104,Q26234147,afro-trap,afro trap,Q205049,world music,0.0,,,,
105,Q26234147,afro-trap,afro trap,Q11401,hip hop music,0.0,,,,
106,Q388296,afrobeat,afrobeat,Q45981,rhythm and blues,0.0,afrobeat,afrobeat,,afrobeat
107,Q388296,afrobeat,afrobeat,Q164444,funk,0.0,afrobeat,afrobeat,,afrobeat
108,Q388296,afrobeat,afrobeat,Q205049,world music,0.0,afrobeat,afrobeat,,afrobeat
109,Q388296,afrobeat,afrobeat,Q43343,folk music,0.0,afrobeat,afrobeat,,afrobeat
110,Q81089861,afrobeats,afrobeats,Q37073,pop music,0.0,,,,
111,Q81089861,afrobeats,afrobeats,Q316930,dance music,0.0,,,,
112,Q85740017,afroswing,afroswing,Q11401,hip hop music,0.0,afroswing,afroswing,,
113,Q85740017,afroswing,afroswing,Q205049,world music,0.0,afroswing,afroswing,,
114,Q1091450,aggrotech,aggrotech,Q316930,dance music,0.0,aggrotech,aggrotech,,
115,Q1091450,aggrotech,aggrotech,Q9778,electronic music,0.0,aggrotech,aggrotech,,
116,Q1091450,aggrotech,aggrotech,Q1640319,experimental music,0.0,aggrotech,aggrotech,,
117,Q4694554,aguinaldo,aguinaldo,Q4694554,aguinaldo,1.0,,,,aguinaldo
118,Q1406136,ahellil,ahellil,Q205049,world music,0.0,,,,
119,Q2635155,ahidous,ahidous,Q2635155,ahidous,1.0,,,,
120,Q4696445,ahwash,ahwash,Q4696445,ahwash,1.0,,,,
121,Q108430097,aikawa ondo,aikawa ondo,Q205049,world music,0.0,,,,
122,Q108430097,aikawa ondo,aikawa ondo,Q43343,folk music,0.0,,,,
123,Q84433946,ainam,ainam,Q84433946,ainam,1.0,,,,
124,Q3735537,ainu folk music,ainu folk,Q205049,world music,0.0,ainufolk,ainu folk,,
125,Q3735537,ainu folk music,ainu folk,Q43343,folk music,0.0,ainufolk,ainu folk,,
126,Q406714,air,air,Q406714,air,1.0,,,,
127,Q407916,air de cour,air de cour,Q1583807,art music,0.0,,,,
128,Q407916,air de cour,air de cour,Q685884,vocal music,0.0,,,,
129,Q4698401,air à boire,air à boire,Q4698401,air à boire,1.0,,,,
130,Q5661311,aire,aire,Q5661311,aire,1.0,,,,
131,Q22949256,aita,aita,Q205049,world music,0.0,,,,
132,Q22949256,aita,aita,Q43343,folk music,0.0,,,,
133,Q97774967,aiyai,aiyai,Q97774967,aiyai,1.0,,,,
134,Q4699758,ajisari,ajisari,Q26897135,functional music,0.0,,,,
135,Q16687400,akamoji-kei,akamoji kei,Q11399,rock music,0.0,,,,
136,Q106641570,akan music,akan,Q205049,world music,0.0,,,,
137,Q10846275,akiba-pop,akiba pop,Q37073,pop music,0.0,,,,
138,Q11282754,akishibu-kei,akishibu kei,Q8341,jazz,0.0,,,,
139,Q11282754,akishibu-kei,akishibu kei,Q205049,world music,0.0,,,,
140,Q11282754,akishibu-kei,akishibu kei,Q37073,pop music,0.0,,,,
141,Q12531757,akzhelen,akzhelen,Q205049,world music,0.0,,,,
142,Q97277870,al ala,al ala,Q97277870,al ala,1.0,,,,
143,Q2610186,al jeel,al jeel,Q37073,pop music,0.0,,,,
144,Q2610186,al jeel,al jeel,Q205049,world music,0.0,,,,
145,Q16119301,al-hawizi maqam,al hawizi maqam,Q16119301,al-hawizi maqam,1.0,,,,
146,Q8192992,alalá,alalá,Q205049,world music,0.0,,,,
147,Q8192992,alalá,alalá,Q43343,folk music,0.0,,,,
148,Q106641595,albanian folk music,albanian folk,Q43343,folk music,0.0,albanianfolk,albanian folk,,
149,Q106641595,albanian folk music,albanian folk,Q205049,world music,0.0,albanianfolk,albanian folk,,
150,Q16357920,albanian hip hop,albanian hip hop,Q11401,hip hop music,0.0,albanianhiphop,albanian hip hop,,
151,Q16357920,albanian hip hop,albanian hip hop,Q205049,world music,0.0,albanianhiphop,albanian hip hop,,
152,Q47112,albanian iso-polyphony,albanian iso polyphony,Q685884,vocal music,0.0,albanianisopolyphony,albanian iso polyphony,,
153,Q47112,albanian iso-polyphony,albanian iso polyphony,Q205049,world music,0.0,albanianisopolyphony,albanian iso polyphony,,
154,Q4709224,albanian rock,albanian rock,Q205049,world music,0.0,,,,
155,Q4709224,albanian rock,albanian rock,Q11399,rock music,0.0,,,,
156,Q4709178,albanian urban lyric song,albanian urban lyric song,Q205049,world music,0.0,,,,
157,Q5662534,albazo,albazo,Q43343,folk music,0.0,,,,
158,Q5662534,albazo,albazo,Q205049,world music,0.0,,,,
159,Q428656,album-oriented rock,album oriented rock,Q428656,album-oriented rock,1.0,albumrock,album rock,,aor
160,Q623715,aleatoric music,aleatoric,Q623715,aleatoric music,1.0,,,,
161,Q107024911,alevi folk music,alevi folk,Q43343,folk music,0.0,,,,
162,Q107024911,alevi folk music,alevi folk,Q205049,world music,0.0,,,,
163,Q2961766,algerian chaabi,algerian chaabi,Q205049,world music,0.0,chaabialgerien,chaabi algerien,,
164,Q3135790,algerian hip hop,algerian hip hop,Q11401,hip hop music,0.0,,,,
165,Q3135790,algerian hip hop,algerian hip hop,Q205049,world music,0.0,,,,
166,Q3163344,algerian jazz,algerian jazz,Q205049,world music,0.0,,,,
167,Q3163344,algerian jazz,algerian jazz,Q8341,jazz,0.0,,,,
168,Q3437798,algerian rock,algerian rock,Q205049,world music,0.0,,,,
169,Q3437798,algerian rock,algerian rock,Q11399,rock music,0.0,,,,
170,Q16002495,algorave,algorave,Q16002495,algorave,1.0,,,,
171,Q106626501,algysh,algysh,Q205049,world music,0.0,,,,
172,Q12213606,allaoui,allaoui,Q12213606,allaoui,1.0,,,,
173,Q37731261,almlieder,almlieder,Q1583807,art music,0.0,,,,
174,Q37731261,almlieder,almlieder,Q205049,world music,0.0,,,,
175,Q37731261,almlieder,almlieder,Q43343,folk music,0.0,,,,
176,Q37731261,almlieder,almlieder,Q685884,vocal music,0.0,,,,
177,Q5389389,alpenrock,alpenrock,Q11399,rock music,0.0,,,,
178,Q59616856,alphabetical psalm,alphabetical psalm,Q26897135,functional music,0.0,,,,
179,Q64140730,alphorn music,alphorn,Q639197,instrumental music,0.0,,,,
180,Q252833,alpine folk music,alpine folk,Q205049,world music,0.0,,,,volksmusik
181,Q252833,alpine folk music,alpine folk,Q43343,folk music,0.0,,,,volksmusik
182,Q107024927,alsatian folk music,alsatian folk,Q43343,folk music,0.0,,,,
183,Q107024927,alsatian folk music,alsatian folk,Q205049,world music,0.0,,,,
184,Q107024983,altai folk music,altai folk,Q205049,world music,0.0,,,,
185,Q1695023,alternative,alternative,Q1695023,alternative,0.0,,,,
186,Q438476,alternative country,alternative country,Q205049,world music,0.0,alternativecountry,alternative country,,
187,Q438476,alternative country,alternative country,Q83440,country music,0.0,alternativecountry,alternative country,,
188,Q2187392,alternative dance,alternative dance,Q1695023,alternative,0.0,alternativedance,alternative dance,,
189,Q2187392,alternative dance,alternative dance,Q316930,dance music,0.0,alternativedance,alternative dance,,
190,Q2187392,alternative dance,alternative dance,Q11399,rock music,0.0,alternativedance,alternative dance,,
191,Q4736507,alternative electronic,alternative electronic,Q9778,electronic music,0.0,,,,
192,Q28401204,alternative folk,alternative folk,Q43343,folk music,0.0,,,,
193,Q438503,alternative hip hop,alternative hip hop,Q11401,hip hop music,0.0,alternativehiphop,alternative hip hop,,
194,Q438503,alternative hip hop,alternative hip hop,Q205049,world music,0.0,alternativehiphop,alternative hip hop,,
195,Q20378,alternative metal,alternative metal,Q11399,rock music,0.0,alternativemetal,alternative metal,,
196,Q20378,alternative metal,alternative metal,Q1695023,alternative,0.0,alternativemetal,alternative metal,,
197,Q105338947,alternative pop,alternative pop,Q37073,pop music,0.0,alternativepop,alternative pop,,
198,Q65936979,alternative punk,alternative punk,Q11399,rock music,0.0,,,,
199,Q7118426,alternative r&b,alternative r&b,Q45981,rhythm and blues,0.0,alternativerb,alternative r&b,,
200,Q4736555,alternative reggaeton,alternative reggaeton,Q572717,music of jamaica,0.0,,,,
201,Q11366,alternative rock,alternative rock,Q1695023,alternative,0.0,alternativerock,alternative rock,,alternative rock
202,Q11366,alternative rock,alternative rock,Q11399,rock music,0.0,alternativerock,alternative rock,,alternative rock
203,Q98528298,alternative singer/songwriter,alternative singer/songwriter,Q11399,rock music,0.0,,,,
204,Q85741139,amapiano,amapiano,Q9778,electronic music,0.0,amapiano,amapiano,,
205,Q85741139,amapiano,amapiano,Q316930,dance music,0.0,amapiano,amapiano,,
206,Q4741152,ambasse bey,ambasse bey,Q4741152,ambasse bey,1.0,,,,
207,Q8197165,ambient black metal,ambient black metal,Q11399,rock music,0.0,ambientblackmetal,ambient black metal,,
208,Q8197165,ambient black metal,ambient black metal,Q9778,electronic music,0.0,ambientblackmetal,ambient black metal,,
209,Q8197165,ambient black metal,ambient black metal,Q1640319,experimental music,0.0,ambientblackmetal,ambient black metal,,
210,Q8197165,ambient black metal,ambient black metal,Q213121,new age music,0.0,ambientblackmetal,ambient black metal,,
211,Q106653596,ambient breakbeat,ambient breakbeat,Q9778,electronic music,0.0,,,,
212,Q106653596,ambient breakbeat,ambient breakbeat,Q316930,dance music,0.0,,,,
213,Q3613770,ambient dub,ambient dub,Q213121,new age music,0.0,,,,
214,Q3613770,ambient dub,ambient dub,Q9778,electronic music,0.0,,,,
215,Q3613770,ambient dub,ambient dub,Q572717,music of jamaica,0.0,,,,
216,Q2465085,ambient house,ambient house,Q316930,dance music,0.0,ambienthouse,ambient house,,
217,Q2465085,ambient house,ambient house,Q213121,new age music,0.0,ambienthouse,ambient house,,
218,Q2465085,ambient house,ambient house,Q9778,electronic music,0.0,ambienthouse,ambient house,,
219,Q1440196,ambient industrial,ambient industrial,Q213121,new age music,0.0,ambientindustrial,ambient industrial,,
220,Q1440196,ambient industrial,ambient industrial,Q1640319,experimental music,0.0,ambientindustrial,ambient industrial,,
221,Q1440196,ambient industrial,ambient industrial,Q9778,electronic music,0.0,ambientindustrial,ambient industrial,,
222,Q2842043,ambient jungle,ambient jungle,Q213121,new age music,0.0,,,,
223,Q2842043,ambient jungle,ambient jungle,Q9778,electronic music,0.0,,,,
224,Q193207,ambient music,ambient,Q213121,new age music,0.0,ambient,ambient,,ambient
225,Q193207,ambient music,ambient,Q9778,electronic music,0.0,ambient,ambient,,ambient
226,Q9149798,ambient noise,ambient noise,Q9149798,ambient noise,1.0,,,,
227,Q107389985,ambient noise wall,ambient noise wall,Q1640319,experimental music,0.0,,,,
228,Q107389985,ambient noise wall,ambient noise wall,Q9778,electronic music,0.0,,,,
229,Q33160145,ambient pop,ambient pop,Q37073,pop music,0.0,ambientpop,ambient pop,,
230,Q33160145,ambient pop,ambient pop,Q11399,rock music,0.0,ambientpop,ambient pop,,
231,Q33160145,ambient pop,ambient pop,Q1695023,alternative,0.0,ambientpop,ambient pop,,
232,Q9149801,ambient techno,ambient techno,Q316930,dance music,0.0,ambienttechno,ambient techno,,
233,Q9149801,ambient techno,ambient techno,Q213121,new age music,0.0,ambienttechno,ambient techno,,
234,Q9149801,ambient techno,ambient techno,Q9778,electronic music,0.0,ambienttechno,ambient techno,,
235,Q4993553,ambient trance,ambient trance,Q213121,new age music,0.0,ambienttrance,ambient trance,,
236,Q4993553,ambient trance,ambient trance,Q9778,electronic music,0.0,ambienttrance,ambient trance,,
237,Q4993553,ambient trance,ambient trance,Q316930,dance music,0.0,ambienttrance,ambient trance,,
238,Q1428162,ambrosian chant,ambrosian chant,Q26897135,functional music,0.0,,,,
239,Q1428162,ambrosian chant,ambrosian chant,Q685884,vocal music,0.0,,,,
240,Q4745427,american art song,american art song,Q4745427,american art song,1.0,,,,
241,Q3328618,american classical music,american classical,Q1583807,art music,0.0,,,,
242,Q4745455,american fiddle,american fiddle,Q4745455,american fiddle,1.0,,,,
243,Q1541229,american folk music,american folk,Q205049,world music,0.0,,,,
244,Q1541229,american folk music,american folk,Q43343,folk music,0.0,,,,
245,Q4745477,american gamelan,american gamelan,Q1583807,art music,0.0,,,,
246,Q4745477,american gamelan,american gamelan,Q205049,world music,0.0,,,,
247,Q3135787,american hip hop,american hip hop,Q11401,hip hop music,0.0,,,,
248,Q3135787,american hip hop,american hip hop,Q205049,world music,0.0,,,,
249,Q4744117,american indian opera,american indian opera,Q205049,world music,0.0,,,,
250,Q4744117,american indian opera,american indian opera,Q1583807,art music,0.0,,,,
251,Q4744117,american indian opera,american indian opera,Q1344,opera,0.0,,,,
252,Q4744117,american indian opera,american indian opera,Q26897135,functional music,0.0,,,,
253,Q1684501,american jazz,american jazz,Q205049,world music,0.0,,,,
254,Q1684501,american jazz,american jazz,Q8341,jazz,0.0,,,,
255,Q16820420,american march music,american march,Q211025,march,0.0,,,,
256,Q2782580,american metal,american metal,Q11399,rock music,0.0,,,,
257,Q1937548,american minstrel music,american minstrel,Q205049,world music,0.0,,,,
258,Q1937548,american minstrel music,american minstrel,Q43343,folk music,0.0,,,,
259,Q4745509,american patriotic music,american patriotic,Q4745509,american patriotic music,1.0,,,,
260,Q4745516,american pop,american pop,Q205049,world music,0.0,,,,
261,Q4745516,american pop,american pop,Q37073,pop music,0.0,,,,
262,Q466445,american primitive guitar,american primitive guitar,Q43343,folk music,0.0,americanprimitive,american primitive,,
263,Q3614105,american punk,american punk,Q205049,world music,0.0,,,,
264,Q3614105,american punk,american punk,Q11399,rock music,0.0,,,,
265,Q3437802,american rock,american rock,Q205049,world music,0.0,,,,
266,Q3437802,american rock,american rock,Q11399,rock music,0.0,,,,
267,Q2407862,americana,americana,Q205049,world music,0.0,,,,
268,Q2407862,americana,americana,Q83440,country music,0.0,,,,
269,Q20631510,ameripolitan,ameripolitan,Q20631510,ameripolitan,1.0,,,,
270,Q13424679,anarchist black metal,anarchist black metal,Q11399,rock music,0.0,,,,
271,Q486365,anarcho-punk,anarcho punk,Q11399,rock music,0.0,anarchopunk,anarcho-punk,,
272,Q96874426,anatolian blues,anatolian blues,Q96874426,anatolian blues,1.0,,,,
273,Q483740,anatolian rock,anatolian rock,Q43343,folk music,0.0,anadolurock,anadolu rock,,
274,Q483740,anatolian rock,anatolian rock,Q11399,rock music,0.0,anadolurock,anadolu rock,,
275,Q483740,anatolian rock,anatolian rock,Q205049,world music,0.0,anadolurock,anadolu rock,,
276,Q4752812,ancient celtic music,ancient celtic,Q18846,ancient music,0.0,,,,
277,Q10752660,ancient chinese music,ancient chinese,Q18846,ancient music,0.0,,,,
278,Q10752660,ancient chinese music,ancient chinese,Q205049,world music,0.0,,,,
279,Q107024992,ancient levitical music,ancient levitical,Q205049,world music,0.0,,,,
280,Q107024992,ancient levitical music,ancient levitical,Q26897135,functional music,0.0,,,,
281,Q107024992,ancient levitical music,ancient levitical,Q18846,ancient music,0.0,,,,
282,Q18846,ancient music,ancient,Q18846,ancient music,0.0,,,,
283,Q15926105,ancient naxi music,ancient naxi,Q18846,ancient music,0.0,,,,
284,Q15926105,ancient naxi music,ancient naxi,Q205049,world music,0.0,,,,
285,Q4752921,ancient tamil music,ancient tamil,Q205049,world music,0.0,,,,
286,Q4752921,ancient tamil music,ancient tamil,Q18846,ancient music,0.0,,,,
287,Q2897103,andalusi nubah,andalusi nubah,Q1583807,art music,0.0,,,,
288,Q2897103,andalusi nubah,andalusi nubah,Q205049,world music,0.0,,,,
289,Q623904,andalusian classical music,andalusian classical,Q1583807,art music,0.0,andalusianclassical,andalusian classical,,andalusian classical
290,Q623904,andalusian classical music,andalusian classical,Q205049,world music,0.0,andalusianclassical,andalusian classical,,andalusian classical
291,Q107266605,andalusian folk music,andalusian folk,Q205049,world music,0.0,,,,
292,Q107266605,andalusian folk music,andalusian folk,Q43343,folk music,0.0,,,,
293,Q492096,andean music,andean,Q205049,world music,0.0,musicaandina,musica andina,,andean music
294,Q28517114,andean music (colombia),andean music (colombia),Q205049,world music,0.0,musicaandinacolombiana,musica andina colombiana,,
295,Q622688,andean new age music,andean new age,Q213121,new age music,0.0,,,,
296,Q107267446,andean rock,andean rock,Q205049,world music,0.0,,,,
297,Q107267446,andean rock,andean rock,Q11399,rock music,0.0,,,,
298,Q2830437,angelic mass,angelic mass,Q2830437,angelic mass,1.0,,,,
299,Q4763551,anglican chant,anglican chant,Q685884,vocal music,0.0,,,,
300,Q4763551,anglican chant,anglican chant,Q26897135,functional music,0.0,,,,
301,Q4763552,anglican church music,anglican church,Q685884,vocal music,0.0,,,,
302,Q4763552,anglican church music,anglican church,Q26897135,functional music,0.0,,,,
303,Q63243766,anglican hymn,anglican hymn,Q484692,hymn,0.0,,,,
304,Q63243766,anglican hymn,anglican hymn,Q26897135,functional music,0.0,,,,
305,Q15894909,anglo rock,anglo rock,Q15894909,anglo rock,1.0,,,,
306,Q4065202,anglo-american music,anglo american,Q4065202,anglo-american music,1.0,,,,
307,Q4763788,angolan rock,angolan rock,Q11399,rock music,0.0,,,,
308,Q4763788,angolan rock,angolan rock,Q205049,world music,0.0,,,,
309,Q2849807,angura kei,angura kei,Q2849807,angura kei,1.0,,,,
310,Q9615674,anhalt ebm,anhalt ebm,Q9615674,anhalt ebm,1.0,,,,
311,Q17012551,animation music,animation,Q26897135,functional music,0.0,,,,
312,Q17191592,anime music,anime,Q26897135,functional music,0.0,,,,
313,Q608862,anisong,anisong,Q26897135,functional music,0.0,,,,
314,Q107494231,anthem,anthem,Q685884,vocal music,0.0,,,,
315,Q541947,anthem,anthem,Q484692,hymn,0.0,anthem,anthem,,
316,Q107494231,anthem,anthem,Q26897135,functional music,0.0,,,,
317,Q25407483,anthem house,anthem house,Q9778,electronic music,0.0,,,,
318,Q25407483,anthem house,anthem house,Q316930,dance music,0.0,,,,
319,Q9156182,anthem trance,anthem trance,Q9778,electronic music,0.0,,,,
320,Q9156182,anthem trance,anthem trance,Q316930,dance music,0.0,,,,
321,Q61998611,anti runa,anti runa,Q61998611,anti runa,1.0,,,,
322,Q574651,anti-folk,anti folk,Q43343,folk music,0.0,antifolk,anti-folk,,
323,Q582093,antiphon,antiphon,Q26897135,functional music,0.0,,,,
324,Q582093,antiphon,antiphon,Q685884,vocal music,0.0,,,,
325,Q4067146,antiphonic chant,antiphonic chant,Q26897135,functional music,0.0,,,,
326,Q4067146,antiphonic chant,antiphonic chant,Q685884,vocal music,0.0,,,,
327,Q4034145,antipop,antipop,Q1695023,alternative,0.0,,,,
328,Q16687441,aomoji kei,aomoji kei,Q11399,rock music,0.0,,,,
329,Q617338,apala,apala,Q43343,folk music,0.0,,,,
330,Q617338,apala,apala,Q205049,world music,0.0,,,,
331,Q108616106,appalachian folk music,appalachian folk,Q43343,folk music,0.0,appalachianfolk,appalachian folk,,
332,Q108616106,appalachian folk music,appalachian folk,Q205049,world music,0.0,appalachianfolk,appalachian folk,,
333,Q4780884,appalachian music,appalachian,Q205049,world music,0.0,,,,appalachian music
334,Q2859120,aqua disco,aqua disco,Q2859120,aqua disco,1.0,,,,
335,Q623824,arabesque,arabesque,Q205049,world music,0.0,,,,
336,Q2379616,arabesque pop,arabesque pop,Q37073,pop music,0.0,,,,
337,Q107267643,arabesque rap,arabesque rap,Q11401,hip hop music,0.0,,,,
