,genre_id,genre_name,genre_name_edited,top_genre_id,top_genre_name,unique_top_genre,everynoise_id,everynoise_name,discogs_genre_name,discogs_style_name
0,Q209498,2 tone,2 tone,Q54365,ska,0.0,,,,
1,Q1751409,2-step garage,2 step garage,Q316930,dance music,0.0,,,,
2,Q1751409,2-step garage,2 step garage,Q9778,electronic music,0.0,,,,
3,Q1338153,20th-century classical music,20th century classical,Q1583807,art music,0.0,,,,
4,Q4631020,21st-century classical music,21st century classical,Q1583807,art music,0.0,21stcenturyclassical,21st century classical,,
5,Q4637208,4-beat,4 beat,Q9778,electronic music,0.0,,,,
6,Q4637208,4-beat,4 beat,Q316930,dance music,0.0,,,,
7,Q10397358,60s pop/rock,60s pop/rock,Q10397358,60s pop/rock,1.0,,,,
8,Q1980100,8-bit music,8 bit,Q9778,electronic music,0.0,8bit,8-bit,,
9,Q10372501,a capella rock,a capella rock,Q11399,rock music,0.0,,,,
10,Q10372501,a capella rock,a capella rock,Q685884,vocal music,0.0,,,,
11,Q185298,a cappella,a cappella,Q685884,vocal music,0.0,acappella,a cappella,,
12,Q710673,aak,aak,Q1583807,art music,0.0,,,,
13,Q710673,aak,aak,Q205049,world music,0.0,,,,
14,Q4666464,abecedarian hymn,abecedarian hymn,Q484692,hymn,0.0,,,,
15,Q318973,abendmusik,abendmusik,Q26897135,functional music,0.0,,,,
16,Q318973,abendmusik,abendmusik,Q318973,abendmusik,1.0,,,,
17,Q12224286,abidat rma,abidat rma,Q12224286,abidat rma,1.0,,,,
18,Q106538862,abkhazian folk music,abkhazian folk,Q43343,folk music,0.0,,,,
19,Q106538862,abkhazian folk music,abkhazian folk,Q205049,world music,0.0,,,,
20,Q6039799,aboio,aboio,Q43343,folk music,0.0,,,,
21,Q6039799,aboio,aboio,Q205049,world music,0.0,,,,
22,Q106641524,aboio cantado,aboio cantado,Q205049,world music,0.0,,,,
23,Q106641524,aboio cantado,aboio cantado,Q43343,folk music,0.0,,,,
24,Q5655239,abozao,abozao,Q5655239,abozao,1.0,,,,
25,Q332478,absolute music,absolute,Q332478,absolute music,1.0,abstract,abstract,,
26,Q98528482,abstract hip hop,abstract hip hop,Q11401,hip hop music,0.0,abstracthiphop,abstract hip hop,,
27,Q98528482,abstract hip hop,abstract hip hop,Q205049,world music,0.0,abstracthiphop,abstract hip hop,,
28,Q4670712,abwe,abwe,Q4670712,abwe,1.0,,,,
29,Q338779,accentus,accentus,Q26897135,functional music,0.0,,,,
30,Q338779,accentus,accentus,Q685884,vocal music,0.0,,,,
31,Q338779,accentus,accentus,Q2707688,plainsong,0.0,,,,
32,Q338779,accentus,accentus,Q26473,gregorian chant,0.0,,,,
33,Q83390,acclamatio,acclamatio,Q83390,acclamatio,1.0,,,,
34,Q83390,acclamatio,acclamatio,Q18846,ancient music,0.0,,,,
35,Q4672733,accordion music,accordion,Q286080,acoustic music,0.0,,,,
36,Q21028652,achewiq,achewiq,Q21028652,achewiq,1.0,,,,
37,Q2823181,acid blues,acid blues,Q9759,blues,0.0,,,,
38,Q2634010,acid breaks,acid breaks,Q9778,electronic music,0.0,,,,
39,Q2634010,acid breaks,acid breaks,Q316930,dance music,0.0,,,,
40,Q106641525,acid croft,acid croft,Q9778,electronic music,0.0,,,,
41,Q341364,acid house,acid house,Q9778,electronic music,0.0,acidhouse,acid house,,acid house
42,Q341364,acid house,acid house,Q316930,dance music,0.0,acidhouse,acid house,,acid house
43,Q221772,acid jazz,acid jazz,Q45981,rhythm and blues,0.0,acidjazz,acid jazz,,acid jazz
44,Q221772,acid jazz,acid jazz,Q164444,funk,0.0,acidjazz,acid jazz,,acid jazz
45,Q106528337,acid music,acid,Q9778,electronic music,0.0,,,,acid
46,Q236932,acid rock,acid rock,Q11399,rock music,0.0,acidrock,acid rock,,acid rock
47,Q236932,acid rock,acid rock,Q846119,psychedelic music,0.0,acidrock,acid rock,,acid rock
48,Q341395,acid techno,acid techno,Q316930,dance music,0.0,acidtechno,acid techno,,
49,Q341395,acid techno,acid techno,Q9778,electronic music,0.0,acidtechno,acid techno,,
50,Q481900,acid trance,acid trance,Q316930,dance music,0.0,acidtrance,acid trance,,
51,Q481900,acid trance,acid trance,Q9778,electronic music,0.0,acidtrance,acid trance,,
52,Q341396,acidcore,acidcore,Q316930,dance music,0.0,acidcore,acidcore,,
53,Q341396,acidcore,acidcore,Q9778,electronic music,0.0,acidcore,acidcore,,
54,Q423918,acousmatic music,acousmatic,Q1640319,experimental music,0.0,acousmatic,acousmatic,,
55,Q423918,acousmatic music,acousmatic,Q1583807,art music,0.0,acousmatic,acousmatic,,
56,Q423918,acousmatic music,acousmatic,Q9778,electronic music,0.0,acousmatic,acousmatic,,
57,Q65936357,acoustic blues,acoustic blues,Q9759,blues,0.0,acousticblues,acoustic blues,,
58,Q106641530,acoustic chicago blues,acoustic chicago blues,Q9759,blues,0.0,,,,
59,Q106877999,acoustic louisiana blues,acoustic louisiana blues,Q9759,blues,0.0,,,,
60,Q106878000,acoustic memphis blues,acoustic memphis blues,Q9759,blues,0.0,,,,
61,Q286080,acoustic music,acoustic,Q286080,acoustic music,0.0,,,,acoustic
62,Q106878001,acoustic new orleans blues,acoustic new orleans blues,Q9759,blues,0.0,,,,
63,Q65936391,acoustic rock,acoustic rock,Q11399,rock music,0.0,acousticrock,acoustic rock,,
64,Q98528141,acoustic texas blues,acoustic texas blues,Q83440,country music,0.0,,,,
65,Q98528141,acoustic texas blues,acoustic texas blues,Q205049,world music,0.0,,,,
66,Q98528141,acoustic texas blues,acoustic texas blues,Q1541229,american folk music,0.0,,,,
67,Q98528141,acoustic texas blues,acoustic texas blues,Q9759,blues,0.0,,,,
68,Q98528141,acoustic texas blues,acoustic texas blues,Q43343,folk music,0.0,,,,
69,Q11817196,actor's song,actor's song,Q11817196,actor's song,1.0,actors,actors,,
70,Q55642856,adhunik geet,adhunik geet,Q55642856,adhunik geet,1.0,,,,
71,Q3328577,adjukru music,adjukru,Q205049,world music,0.0,,,,
72,Q378988,adult contemporary music,adult contemporary,Q37073,pop music,0.0,,,,
73,Q2510800,adult hits,adult hits,Q2510800,adult hits,1.0,,,,
74,Q4685875,adult-oriented pop music,adult oriented pop,Q4685875,adult-oriented pop music,1.0,,,,
75,Q16527140,adult-oriented rock,adult oriented rock,Q11399,rock music,0.0,,,,
76,Q106538881,aegean islands folk music,aegean islands folk,Q205049,world music,0.0,,,,
77,Q106538881,aegean islands folk music,aegean islands folk,Q43343,folk music,0.0,,,,
78,Q383530,afoxê,afoxê,Q383530,afoxê,1.0,,,,
79,Q2907328,african blues,african blues,Q9759,blues,0.0,,,,
80,Q2907328,african blues,african blues,Q205049,world music,0.0,,,,
81,Q98528185,african folk music,african folk,Q205049,world music,0.0,,,,
82,Q98528185,african folk music,african folk,Q43343,folk music,0.0,,,,
83,Q384064,african gospel,african gospel,Q205049,world music,0.0,africangospel,african gospel,,
84,Q384064,african gospel,african gospel,Q26897135,functional music,0.0,africangospel,african gospel,,
85,Q17510016,african heavy metal,african heavy metal,Q11399,rock music,0.0,,,,
86,Q17510016,african heavy metal,african heavy metal,Q205049,world music,0.0,,,,
87,Q387236,african hip hop,african hip hop,Q11401,hip hop music,0.0,,,,
88,Q387236,african hip hop,african hip hop,Q205049,world music,0.0,,,,
89,Q6168369,african jazz,african jazz,Q8341,jazz,0.0,,,,
90,Q6168369,african jazz,african jazz,Q205049,world music,0.0,,,,
91,Q972634,african popular music,african popular,Q205049,world music,0.0,afropop,afropop,,
92,Q972634,african popular music,african popular,Q972634,african popular music,1.0,afropop,afropop,,
93,Q4690039,african reggae,african reggae,Q572717,music of jamaica,0.0,africanreggae,african reggae,,
94,Q388207,african-american music,african american,Q205049,world music,0.0,,,,
95,Q25339858,afro,afro,Q25339858,afro,1.0,,,,
96,Q4690168,afro-caribbean music,afro caribbean,Q4690168,afro-caribbean music,1.0,,,,
97,Q3163340,afro-cuban jazz,afro cuban jazz,Q8341,jazz,0.0,,,,afro-cuban jazz
98,Q3163340,afro-cuban jazz,afro cuban jazz,Q205049,world music,0.0,,,,afro-cuban jazz
99,Q106641536,afro-funk,afro funk,Q205049,world music,0.0,afrofunk,afro-funk,,
100,Q106641536,afro-funk,afro funk,Q164444,funk,0.0,afrofunk,afro-funk,,
101,Q106641536,afro-funk,afro funk,Q45981,rhythm and blues,0.0,afrofunk,afro-funk,,
102,Q388100,afro-house,afro house,Q316930,dance music,0.0,afrohouse,afro house,,
103,Q388100,afro-house,afro house,Q9778,electronic music,0.0,afrohouse,afro house,,
104,Q16993565,afro-peruvian music,afro peruvian,Q16993565,afro-peruvian music,1.0,musicaafroperuana,musica afroperuana,,
105,Q2621049,afro-punk,afro punk,Q2621049,afro-punk,1.0,,,,
106,Q3606268,afro-rock,afro rock,Q11399,rock music,0.0,,,,
107,Q3606268,afro-rock,afro rock,Q205049,world music,0.0,,,,
108,Q16024685,afro-soul,afro soul,Q45981,rhythm and blues,0.0,afrosoul,afro soul,,
109,Q16024685,afro-soul,afro soul,Q131272,soul music,0.0,afrosoul,afro soul,,
110,Q26234147,afro-trap,afro trap,Q205049,world music,0.0,,,,
111,Q26234147,afro-trap,afro trap,Q11401,hip hop music,0.0,,,,
112,Q388296,afrobeat,afrobeat,Q45981,rhythm and blues,0.0,afrobeat,afrobeat,,afrobeat
113,Q388296,afrobeat,afrobeat,Q164444,funk,0.0,afrobeat,afrobeat,,afrobeat
114,Q388296,afrobeat,afrobeat,Q205049,world music,0.0,afrobeat,afrobeat,,afrobeat
115,Q388296,afrobeat,afrobeat,Q43343,folk music,0.0,afrobeat,afrobeat,,afrobeat
116,Q81089861,afrobeats,afrobeats,Q37073,pop music,0.0,,,,
117,Q81089861,afrobeats,afrobeats,Q316930,dance music,0.0,,,,
118,Q85740017,afroswing,afroswing,Q11401,hip hop music,0.0,afroswing,afroswing,,
119,Q85740017,afroswing,afroswing,Q205049,world music,0.0,afroswing,afroswing,,
120,Q1091450,aggrotech,aggrotech,Q316930,dance music,0.0,aggrotech,aggrotech,,
121,Q1091450,aggrotech,aggrotech,Q9778,electronic music,0.0,aggrotech,aggrotech,,
122,Q1091450,aggrotech,aggrotech,Q1640319,experimental music,0.0,aggrotech,aggrotech,,
123,Q4694554,aguinaldo,aguinaldo,Q4694554,aguinaldo,1.0,,,,aguinaldo
124,Q1406136,ahellil,ahellil,Q205049,world music,0.0,,,,
125,Q2635155,ahidous,ahidous,Q2635155,ahidous,1.0,,,,
126,Q4696445,ahwash,ahwash,Q4696445,ahwash,1.0,,,,
127,Q108430097,aikawa ondo,aikawa ondo,Q205049,world music,0.0,,,,
128,Q108430097,aikawa ondo,aikawa ondo,Q43343,folk music,0.0,,,,
129,Q108430097,aikawa ondo,aikawa ondo,Q108430097,aikawa ondo,1.0,,,,
130,Q84433946,ainam,ainam,Q84433946,ainam,1.0,,,,
131,Q3735537,ainu folk music,ainu folk,Q205049,world music,0.0,ainufolk,ainu folk,,
132,Q3735537,ainu folk music,ainu folk,Q43343,folk music,0.0,ainufolk,ainu folk,,
133,Q406714,air,air,Q406714,air,1.0,,,,
134,Q407916,air de cour,air de cour,Q1583807,art music,0.0,,,,
135,Q407916,air de cour,air de cour,Q685884,vocal music,0.0,,,,
136,Q407916,air de cour,air de cour,Q4797274,art song,0.0,,,,
137,Q4698401,air à boire,air à boire,Q4698401,air à boire,1.0,,,,
138,Q5661311,aire,aire,Q5661311,aire,1.0,,,,
139,Q22949256,aita,aita,Q205049,world music,0.0,,,,
140,Q22949256,aita,aita,Q43343,folk music,0.0,,,,
141,Q97774967,aiyai,aiyai,Q97774967,aiyai,1.0,,,,
142,Q4699758,ajisari,ajisari,Q26897135,functional music,0.0,,,,
143,Q16687400,akamoji-kei,akamoji kei,Q11399,rock music,0.0,,,,
144,Q106641570,akan music,akan,Q205049,world music,0.0,,,,
145,Q10846275,akiba-pop,akiba pop,Q37073,pop music,0.0,,,,
146,Q10846275,akiba-pop,akiba pop,Q10846275,akiba-pop,0.0,,,,
147,Q11282754,akishibu-kei,akishibu kei,Q8341,jazz,0.0,,,,
148,Q11282754,akishibu-kei,akishibu kei,Q205049,world music,0.0,,,,
149,Q11282754,akishibu-kei,akishibu kei,Q37073,pop music,0.0,,,,
150,Q12531757,akzhelen,akzhelen,Q205049,world music,0.0,,,,
151,Q97277870,al ala,al ala,Q97277870,al ala,1.0,,,,
152,Q2610186,al jeel,al jeel,Q37073,pop music,0.0,,,,
153,Q2610186,al jeel,al jeel,Q205049,world music,0.0,,,,
154,Q16119301,al-hawizi maqam,al hawizi maqam,Q16119301,al-hawizi maqam,1.0,,,,
155,Q8192992,alalá,alalá,Q205049,world music,0.0,,,,
156,Q8192992,alalá,alalá,Q43343,folk music,0.0,,,,
157,Q106641595,albanian folk music,albanian folk,Q43343,folk music,0.0,albanianfolk,albanian folk,,
158,Q106641595,albanian folk music,albanian folk,Q205049,world music,0.0,albanianfolk,albanian folk,,
159,Q16357920,albanian hip hop,albanian hip hop,Q11401,hip hop music,0.0,albanianhiphop,albanian hip hop,,
160,Q16357920,albanian hip hop,albanian hip hop,Q205049,world music,0.0,albanianhiphop,albanian hip hop,,
161,Q47112,albanian iso-polyphony,albanian iso polyphony,Q685884,vocal music,0.0,albanianisopolyphony,albanian iso polyphony,,
162,Q47112,albanian iso-polyphony,albanian iso polyphony,Q205049,world music,0.0,albanianisopolyphony,albanian iso polyphony,,
163,Q4709224,albanian rock,albanian rock,Q205049,world music,0.0,,,,
164,Q4709224,albanian rock,albanian rock,Q11399,rock music,0.0,,,,
165,Q4709178,albanian urban lyric song,albanian urban lyric song,Q205049,world music,0.0,,,,
166,Q5662534,albazo,albazo,Q43343,folk music,0.0,,,,
167,Q5662534,albazo,albazo,Q205049,world music,0.0,,,,
168,Q428656,album-oriented rock,album oriented rock,Q428656,album-oriented rock,1.0,albumrock,album rock,,aor
169,Q623715,aleatoric music,aleatoric,Q623715,aleatoric music,1.0,,,,
170,Q107024911,alevi folk music,alevi folk,Q43343,folk music,0.0,,,,
171,Q107024911,alevi folk music,alevi folk,Q205049,world music,0.0,,,,
172,Q2961766,algerian chaabi,algerian chaabi,Q205049,world music,0.0,chaabialgerien,chaabi algerien,,
173,Q3135790,algerian hip hop,algerian hip hop,Q11401,hip hop music,0.0,,,,
174,Q3135790,algerian hip hop,algerian hip hop,Q205049,world music,0.0,,,,
175,Q3163344,algerian jazz,algerian jazz,Q205049,world music,0.0,,,,
176,Q3163344,algerian jazz,algerian jazz,Q8341,jazz,0.0,,,,
177,Q3437798,algerian rock,algerian rock,Q205049,world music,0.0,,,,
178,Q3437798,algerian rock,algerian rock,Q11399,rock music,0.0,,,,
179,Q16002495,algorave,algorave,Q16002495,algorave,1.0,,,,
180,Q106626501,algysh,algysh,Q205049,world music,0.0,,,,
181,Q106626501,algysh,algysh,Q106626501,algysh,1.0,,,,
182,Q12213606,allaoui,allaoui,Q12213606,allaoui,1.0,,,,
183,Q37731261,almlieder,almlieder,Q943929,traditional folk song,0.0,,,,
184,Q37731261,almlieder,almlieder,Q1583807,art music,0.0,,,,
185,Q37731261,almlieder,almlieder,Q205049,world music,0.0,,,,
186,Q37731261,almlieder,almlieder,Q43343,folk music,0.0,,,,
187,Q37731261,almlieder,almlieder,Q4797274,art song,0.0,,,,
188,Q37731261,almlieder,almlieder,Q685884,vocal music,0.0,,,,
189,Q5389389,alpenrock,alpenrock,Q11399,rock music,0.0,,,,
190,Q59616856,alphabetical psalm,alphabetical psalm,Q26897135,functional music,0.0,,,,
191,Q59616856,alphabetical psalm,alphabetical psalm,Q59616856,alphabetical psalm,1.0,,,,
192,Q59616856,alphabetical psalm,alphabetical psalm,Q12497663,psalm,0.0,,,,
193,Q64140730,alphorn music,alphorn,Q639197,instrumental music,0.0,,,,
194,Q252833,alpine folk music,alpine folk,Q205049,world music,0.0,,,,volksmusik
195,Q252833,alpine folk music,alpine folk,Q43343,folk music,0.0,,,,volksmusik
196,Q107024927,alsatian folk music,alsatian folk,Q43343,folk music,0.0,,,,
197,Q107024927,alsatian folk music,alsatian folk,Q205049,world music,0.0,,,,
198,Q107024983,altai folk music,altai folk,Q107024983,altai folk music,1.0,,,,
199,Q107024983,altai folk music,altai folk,Q205049,world music,0.0,,,,
200,Q1695023,alternative,alternative,Q1695023,alternative,0.0,,,,
201,Q438476,alternative country,alternative country,Q205049,world music,0.0,alternativecountry,alternative country,,
202,Q438476,alternative country,alternative country,Q83440,country music,0.0,alternativecountry,alternative country,,
203,Q2187392,alternative dance,alternative dance,Q1695023,alternative,0.0,alternativedance,alternative dance,,
204,Q2187392,alternative dance,alternative dance,Q316930,dance music,0.0,alternativedance,alternative dance,,
205,Q2187392,alternative dance,alternative dance,Q11399,rock music,0.0,alternativedance,alternative dance,,
206,Q4736507,alternative electronic,alternative electronic,Q9778,electronic music,0.0,,,,
207,Q28401204,alternative folk,alternative folk,Q43343,folk music,0.0,,,,
208,Q438503,alternative hip hop,alternative hip hop,Q6010,rap,0.0,alternativehiphop,alternative hip hop,,
209,Q438503,alternative hip hop,alternative hip hop,Q11401,hip hop music,0.0,alternativehiphop,alternative hip hop,,
210,Q438503,alternative hip hop,alternative hip hop,Q205049,world music,0.0,alternativehiphop,alternative hip hop,,
211,Q20378,alternative metal,alternative metal,Q11399,rock music,0.0,alternativemetal,alternative metal,,
212,Q20378,alternative metal,alternative metal,Q1695023,alternative,0.0,alternativemetal,alternative metal,,
213,Q105338947,alternative pop,alternative pop,Q37073,pop music,0.0,alternativepop,alternative pop,,
214,Q65936979,alternative punk,alternative punk,Q11399,rock music,0.0,,,,
215,Q7118426,alternative r&b,alternative r&b,Q45981,rhythm and blues,0.0,alternativerb,alternative r&b,,
216,Q4736555,alternative reggaeton,alternative reggaeton,Q572717,music of jamaica,0.0,,,,
217,Q11366,alternative rock,alternative rock,Q1695023,alternative,0.0,alternativerock,alternative rock,,alternative rock
218,Q11366,alternative rock,alternative rock,Q11399,rock music,0.0,alternativerock,alternative rock,,alternative rock
219,Q98528298,alternative singer/songwriter,alternative singer/songwriter,Q11399,rock music,0.0,,,,
220,Q85741139,amapiano,amapiano,Q9778,electronic music,0.0,amapiano,amapiano,,
221,Q85741139,amapiano,amapiano,Q316930,dance music,0.0,amapiano,amapiano,,
222,Q4741152,ambasse bey,ambasse bey,Q4741152,ambasse bey,1.0,,,,
223,Q8197165,ambient black metal,ambient black metal,Q11399,rock music,0.0,ambientblackmetal,ambient black metal,,
224,Q8197165,ambient black metal,ambient black metal,Q9778,electronic music,0.0,ambientblackmetal,ambient black metal,,
225,Q8197165,ambient black metal,ambient black metal,Q1640319,experimental music,0.0,ambientblackmetal,ambient black metal,,
226,Q8197165,ambient black metal,ambient black metal,Q213121,new age music,0.0,ambientblackmetal,ambient black metal,,
227,Q106653596,ambient breakbeat,ambient breakbeat,Q9778,electronic music,0.0,,,,
228,Q106653596,ambient breakbeat,ambient breakbeat,Q316930,dance music,0.0,,,,
229,Q3613770,ambient dub,ambient dub,Q213121,new age music,0.0,,,,
230,Q3613770,ambient dub,ambient dub,Q9778,electronic music,0.0,,,,
231,Q3613770,ambient dub,ambient dub,Q572717,music of jamaica,0.0,,,,
232,Q2465085,ambient house,ambient house,Q316930,dance music,0.0,ambienthouse,ambient house,,
233,Q2465085,ambient house,ambient house,Q213121,new age music,0.0,ambienthouse,ambient house,,
234,Q2465085,ambient house,ambient house,Q9778,electronic music,0.0,ambienthouse,ambient house,,
235,Q1440196,ambient industrial,ambient industrial,Q213121,new age music,0.0,ambientindustrial,ambient industrial,,
236,Q1440196,ambient industrial,ambient industrial,Q1640319,experimental music,0.0,ambientindustrial,ambient industrial,,
237,Q1440196,ambient industrial,ambient industrial,Q9778,electronic music,0.0,ambientindustrial,ambient industrial,,
238,Q2842043,ambient jungle,ambient jungle,Q213121,new age music,0.0,,,,
239,Q2842043,ambient jungle,ambient jungle,Q9778,electronic music,0.0,,,,
240,Q193207,ambient music,ambient,Q213121,new age music,0.0,ambient,ambient,,ambient
241,Q193207,ambient music,ambient,Q9778,electronic music,0.0,ambient,ambient,,ambient
242,Q9149798,ambient noise,ambient noise,Q9149798,ambient noise,1.0,,,,
243,Q107389985,ambient noise wall,ambient noise wall,Q1640319,experimental music,0.0,,,,
244,Q107389985,ambient noise wall,ambient noise wall,Q9778,electronic music,0.0,,,,
245,Q33160145,ambient pop,ambient pop,Q37073,pop music,0.0,ambientpop,ambient pop,,
246,Q33160145,ambient pop,ambient pop,Q11399,rock music,0.0,ambientpop,ambient pop,,
247,Q33160145,ambient pop,ambient pop,Q1695023,alternative,0.0,ambientpop,ambient pop,,
248,Q9149801,ambient techno,ambient techno,Q316930,dance music,0.0,ambienttechno,ambient techno,,
249,Q9149801,ambient techno,ambient techno,Q213121,new age music,0.0,ambienttechno,ambient techno,,
250,Q9149801,ambient techno,ambient techno,Q9778,electronic music,0.0,ambienttechno,ambient techno,,
251,Q4993553,ambient trance,ambient trance,Q213121,new age music,0.0,ambienttrance,ambient trance,,
252,Q4993553,ambient trance,ambient trance,Q9778,electronic music,0.0,ambienttrance,ambient trance,,
253,Q4993553,ambient trance,ambient trance,Q316930,dance music,0.0,ambienttrance,ambient trance,,
254,Q1428162,ambrosian chant,ambrosian chant,Q26897135,functional music,0.0,,,,
255,Q1428162,ambrosian chant,ambrosian chant,Q685884,vocal music,0.0,,,,
256,Q1428162,ambrosian chant,ambrosian chant,Q2707688,plainsong,0.0,,,,
257,Q4745427,american art song,american art song,Q4745427,american art song,1.0,,,,
258,Q3328618,american classical music,american classical,Q1583807,art music,0.0,,,,
259,Q4745455,american fiddle,american fiddle,Q4745455,american fiddle,1.0,,,,
260,Q1541229,american folk music,american folk,Q1541229,american folk music,0.0,,,,
261,Q1541229,american folk music,american folk,Q205049,world music,0.0,,,,
262,Q1541229,american folk music,american folk,Q43343,folk music,0.0,,,,
263,Q4745477,american gamelan,american gamelan,Q194492,gamelan,0.0,,,,
264,Q4745477,american gamelan,american gamelan,Q1583807,art music,0.0,,,,
265,Q4745477,american gamelan,american gamelan,Q205049,world music,0.0,,,,
266,Q3135787,american hip hop,american hip hop,Q11401,hip hop music,0.0,,,,
267,Q3135787,american hip hop,american hip hop,Q205049,world music,0.0,,,,
268,Q4744117,american indian opera,american indian opera,Q205049,world music,0.0,,,,
269,Q4744117,american indian opera,american indian opera,Q1583807,art music,0.0,,,,
270,Q4744117,american indian opera,american indian opera,Q1344,opera,0.0,,,,
271,Q4744117,american indian opera,american indian opera,Q26897135,functional music,0.0,,,,
272,Q1684501,american jazz,american jazz,Q205049,world music,0.0,,,,
273,Q1684501,american jazz,american jazz,Q8341,jazz,0.0,,,,
274,Q16820420,american march music,american march,Q211025,march,0.0,,,,
275,Q2782580,american metal,american metal,Q11399,rock music,0.0,,,,
276,Q1937548,american minstrel music,american minstrel,Q1541229,american folk music,0.0,,,,
277,Q1937548,american minstrel music,american minstrel,Q205049,world music,0.0,,,,
278,Q1937548,american minstrel music,american minstrel,Q43343,folk music,0.0,,,,
279,Q4745509,american patriotic music,american patriotic,Q4745509,american patriotic music,1.0,,,,
280,Q4745516,american pop,american pop,Q205049,world music,0.0,,,,
281,Q4745516,american pop,american pop,Q37073,pop music,0.0,,,,
282,Q466445,american primitive guitar,american primitive guitar,Q43343,folk music,0.0,americanprimitive,american primitive,,
283,Q3614105,american punk,american punk,Q205049,world music,0.0,,,,
284,Q3614105,american punk,american punk,Q11399,rock music,0.0,,,,
285,Q3437802,american rock,american rock,Q205049,world music,0.0,,,,
286,Q3437802,american rock,american rock,Q11399,rock music,0.0,,,,
287,Q2407862,americana,americana,Q205049,world music,0.0,,,,
288,Q2407862,americana,americana,Q83440,country music,0.0,,,,
289,Q20631510,ameripolitan,ameripolitan,Q20631510,ameripolitan,1.0,,,,
290,Q13424679,anarchist black metal,anarchist black metal,Q11399,rock music,0.0,,,,
291,Q486365,anarcho-punk,anarcho punk,Q11399,rock music,0.0,anarchopunk,anarcho-punk,,
292,Q96874426,anatolian blues,anatolian blues,Q96874426,anatolian blues,1.0,,,,
293,Q483740,anatolian rock,anatolian rock,Q43343,folk music,0.0,anadolurock,anadolu rock,,
294,Q483740,anatolian rock,anatolian rock,Q11399,rock music,0.0,anadolurock,anadolu rock,,
295,Q483740,anatolian rock,anatolian rock,Q205049,world music,0.0,anadolurock,anadolu rock,,
296,Q4752812,ancient celtic music,ancient celtic,Q18846,ancient music,0.0,,,,
297,Q10752660,ancient chinese music,ancient chinese,Q18846,ancient music,0.0,,,,
298,Q10752660,ancient chinese music,ancient chinese,Q205049,world music,0.0,,,,
299,Q107024992,ancient levitical music,ancient levitical,Q205049,world music,0.0,,,,
300,Q107024992,ancient levitical music,ancient levitical,Q26897135,functional music,0.0,,,,
301,Q107024992,ancient levitical music,ancient levitical,Q18846,ancient music,0.0,,,,
302,Q18846,ancient music,ancient,Q18846,ancient music,0.0,,,,
303,Q15926105,ancient naxi music,ancient naxi,Q18846,ancient music,0.0,,,,
304,Q15926105,ancient naxi music,ancient naxi,Q205049,world music,0.0,,,,
305,Q4752921,ancient tamil music,ancient tamil,Q205049,world music,0.0,,,,
306,Q4752921,ancient tamil music,ancient tamil,Q18846,ancient music,0.0,,,,
307,Q2897103,andalusi nubah,andalusi nubah,Q1583807,art music,0.0,,,,
308,Q2897103,andalusi nubah,andalusi nubah,Q205049,world music,0.0,,,,
309,Q623904,andalusian classical music,andalusian classical,Q1583807,art music,0.0,andalusianclassical,andalusian classical,,andalusian classical
310,Q623904,andalusian classical music,andalusian classical,Q205049,world music,0.0,andalusianclassical,andalusian classical,,andalusian classical
311,Q107266605,andalusian folk music,andalusian folk,Q205049,world music,0.0,,,,
312,Q107266605,andalusian folk music,andalusian folk,Q43343,folk music,0.0,,,,
313,Q492096,andean music,andean,Q205049,world music,0.0,musicaandina,musica andina,,andean music
314,Q28517114,andean music (colombia),andean music (colombia),Q205049,world music,0.0,musicaandinacolombiana,musica andina colombiana,,
315,Q622688,andean new age music,andean new age,Q213121,new age music,0.0,,,,
316,Q107267446,andean rock,andean rock,Q205049,world music,0.0,,,,
317,Q107267446,andean rock,andean rock,Q11399,rock music,0.0,,,,
318,Q2830437,angelic mass,angelic mass,Q2830437,angelic mass,1.0,,,,
319,Q4763551,anglican chant,anglican chant,Q2707688,plainsong,0.0,,,,
320,Q4763551,anglican chant,anglican chant,Q685884,vocal music,0.0,,,,
321,Q4763551,anglican chant,anglican chant,Q26897135,functional music,0.0,,,,
322,Q4763552,anglican church music,anglican church,Q685884,vocal music,0.0,,,,
323,Q4763552,anglican church music,anglican church,Q26897135,functional music,0.0,,,,
324,Q63243766,anglican hymn,anglican hymn,Q856713,christian hymn,0.0,,,,
325,Q63243766,anglican hymn,anglican hymn,Q484692,hymn,0.0,,,,
326,Q63243766,anglican hymn,anglican hymn,Q63203971,religious hymn,0.0,,,,
327,Q63243766,anglican hymn,anglican hymn,Q26897135,functional music,0.0,,,,
328,Q15894909,anglo rock,anglo rock,Q15894909,anglo rock,1.0,,,,
329,Q4065202,anglo-american music,anglo american,Q4065202,anglo-american music,1.0,,,,
330,Q4763788,angolan rock,angolan rock,Q11399,rock music,0.0,,,,
331,Q4763788,angolan rock,angolan rock,Q205049,world music,0.0,,,,
332,Q2849807,angura kei,angura kei,Q2849807,angura kei,1.0,,,,
333,Q9615674,anhalt ebm,anhalt ebm,Q9615674,anhalt ebm,1.0,,,,
334,Q17012551,animation music,animation,Q26897135,functional music,0.0,,,,
335,Q17191592,anime music,anime,Q26897135,functional music,0.0,,,,
336,Q608862,anisong,anisong,Q608862,anisong,0.0,,,,
337,Q608862,anisong,anisong,Q26897135,functional music,0.0,,,,
338,Q107494231,anthem,anthem,Q685884,vocal music,0.0,,,,
